,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
13,org::eclipse::mylyn::internal::team::ccvs::CvsActiveChangeSetProvider ,3,2,0,0,2,4,0,0,1,2,2,0.5,34,32,8.5,-32,0,-8.0,118.857,26.2857,2.8654,0.0145069,0.00717923,0.07759500000000001,0.00643021,1,2,0,1,1,0,0,0,6,2,11,0,0,0,2,5,2,0,0,0,0,0, 
14,org::eclipse::mylyn::internal::monitor::ui::ShellLifecycleListener ,7,4,0,0,4,11,0,2,3,78,14,7.090910000000001,63,14,5.72727,15,12,1.36364,90.7143,23.4853,7.508389999999999,0.0189542,0.173315,9.29668,0.300301,2,1,1,1,15,0,1,0,40,6,9,1,0,0,6,15,8,0,0,0,0,0, 
15,org::eclipse::mylyn::internal::bugzilla::core::MultiBugReportFactory ,14,8,0,0,9,21,0,0,3,112,58,5.33333,109,58,5.19048,3,58,0.142857,103.0,23.6952,12.5709,0.0231278,0.223471,9.51024,0.4562479999999999,7,2,1,6,1,0,0,1,26,2,11,0,0,0,2,17,6,0,0,0,0,0, 
16,org::eclipse::mylyn::internal::sandbox::ui::commands::ContextCapturePauseHandler ,2,0,0,0,1,3,0,0,1,5,4,1.66667,2,1,0.666667,3,3,1.0,43.0,16.4571,1.84703,0.00132824,0.136921,9.09329,0.175609,4,1,1,3,21,0,1,0,38,7,0,1,1,0,6,32,10,0,0,0,0,0, 
17,org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlinePage ,26,8,0,0,18,32,0,2,3,103,23,3.21875,71,9,2.21875,32,21,1.0,139.571,58.4175,22.6267,0.0339478,0.244168,9.77908,0.501247,8,1,2,6,6,0,4,0,81,4,0,3,0,0,4,16,8,0,0,0,0,0, 
18,org::eclipse::mylyn::ide::ui::AbstractFocusMarkerViewAction ,6,3,0,0,4,10,0,0,2,155,102,15.5,154,104,15.4,1,102,0.1,43.0,3.29217,4.83045,0.0195924,0.172387,9.23327,0.316587,7,2,1,6,6,5,1,8,50,4,25,1,0,0,3,23,14,0,0,0,0,0, 
19,org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReferenceReplacementToken ,4,4,0,0,0,5,1,0,2,7,4,1.4,6,4,1.2,1,1,0.2,32.7143,9.55102,1.49003,0.00136379,0.04351790000000001,0.121386,0.116244,5,3,4,1,0,0,0,0,3,1,26,0,0,0,1,2,1,0,0,0,0,0, 
20,org::eclipse::mylyn::internal::tasks::ui::editors::TaskListChangeAdapter ,4,1,0,0,3,6,0,1,3,7,4,1.16667,7,3,1.16667,0,3,0.0,47.4286,18.7755,4.17741,0.00129052,0.160399,9.19476,0.270741,1,1,1,0,1,1,0,0,2,2,10,0,0,0,2,2,1,0,0,0,0,0, 
21,org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextStructureBridge ,2,0,0,0,0,2,0,0,1,1,1,0.5,5,5,2.5,-4,0,-2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,13,2,1,12,120,0,2,1,214,16,23,1,4,0,11,91,53,0,0,0,0,0, 
22,org::eclipse::mylyn::internal::wikitext::ui::util::css::CssParser ,2,1,0,0,0,3,1,1,1,21,16,7.0,11,9,3.66667,10,7,3.33333,7.42857,1.65986,0.0,0.0,0.0,0.0,0.0,20,1,6,14,28,0,8,0,115,8,9,7,4,0,4,64,30,0,0,0,0,0, 
23,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoryLabelProvider ,18,7,1,0,11,26,0,0,3,147,45,5.65385,109,43,4.19231,38,21,1.46154,139.571,28.2323,14.7305,0.110027,0.194064,9.49891,0.33466,11,1,6,5,28,0,0,0,57,8,9,0,0,0,8,23,15,0,0,0,0,0, 
24,org::eclipse::mylyn::internal::bugzilla::core::BugzillaFlagMapper ,4,3,0,0,2,5,0,0,2,35,15,7.0,14,9,2.8,21,14,4.2,13.5714,4.30612,0.0,0.0,0.0,0.0,0.0,11,1,3,9,91,0,6,0,83,14,9,6,0,0,14,59,18,0,0,0,0,0, 
25,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPeoplePart ,8,4,0,0,5,10,1,0,3,133,90,13.3,21,5,2.1,112,89,11.2,42.0,2.67025,5.39677,0.0125343,0.181826,9.26485,0.350936,8,2,0,8,6,0,1,1,84,4,19,1,1,0,2,53,16,0,0,0,0,0, 
26,org::eclipse::mylyn::internal::tasks::bugs::TasksBugsPlugin ,8,2,0,0,2,13,0,0,2,99,43,7.61538,55,42,4.23077,44,42,3.38462,47.5714,8.95094,4.83045,0.0113954,0.172387,9.23327,0.316587,2,1,1,1,10,0,3,0,19,5,0,2,0,0,5,8,6,0,0,0,0,0, 
27,org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerTaskMapping ,1,1,1,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,1,0,1,0,6,2,54,1,0,0,2,2,2,0,0,0,0,0, 
28,org::eclipse::mylyn::tasks::tests::connector::MockTask ,3,2,0,0,3,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,49.8571,23.119,3.39209,0.00108068,0.151673,9.15904,0.235454,4,4,3,1,15,0,1,2,23,6,170,1,0,0,6,8,7,0,0,0,0,0, 
29,org::eclipse::mylyn::internal::commons::ui::NotificationPopupColors ,3,0,0,0,2,3,0,0,1,7,5,2.33333,3,2,1.0,4,4,1.33333,45.8571,26.102,1.84703,0.00113849,0.136921,9.09329,0.175609,1,1,1,0,105,0,6,0,122,15,9,6,10,0,5,45,23,0,0,0,0,0, 
30,org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssSessionCallback ,5,3,1,0,2,7,0,0,2,28,8,4.0,22,8,3.14286,6,5,0.857143,54.0,24.7653,3.05536,0.00447531,0.145929,9.13982,0.210507,6,2,1,5,15,4,3,0,91,6,14,3,3,0,2,36,16,1,1,0,0,0, 
31,org::eclipse::mylyn::zest::tests::swt::LayoutExample ,2,2,0,0,0,2,0,0,1,2,2,1.0,2,2,1.0,0,0,0.0,80.5714,0.0,0.9038360000000001,0.000545541,0.00316207,0.0269541,0.00573197,2,1,0,2,0,0,0,0,48,1,9,0,0,0,1,12,5,0,0,0,0,0, 
32,org::xplanner::soap::XPlanner::XPlannerHttpSender ,5,2,0,0,2,7,2,0,3,25,11,3.57143,11,4,1.57143,14,7,2.0,88.0,44.3086,5.14521,0.00295604,0.0303709,0.180548,0.101862,4,1,0,4,1,0,3,0,14,2,0,0,0,0,1,9,2,0,0,0,0,0, 
33,org::eclipse::mylyn::internal::pde::ui::Messages ,2,0,0,0,0,3,0,0,1,31,31,10.3333,31,31,10.3333,0,31,0.0,19.1429,5.14286,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,3,0,3,1,0,1,0,2,1,2,1,0,0,0,0,0, 
34,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSeveritySearchSorter ,5,2,0,0,2,7,0,0,2,15,6,2.14286,17,8,2.42857,-2,3,-0.285714,148.571,82.3333,5.5048,0.00223878,0.157879,9.218919999999999,0.243226,2,1,0,2,1,0,0,0,36,2,0,0,0,0,2,10,5,0,0,0,0,0, 
35,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityLabelProvider ,5,2,0,0,2,7,0,1,3,11,4,1.57143,8,2,1.14286,3,3,0.428571,44.7143,11.1299,4.17741,0.00153638,0.160399,9.19476,0.270741,12,2,1,11,15,0,5,0,115,6,6,5,0,0,6,40,30,0,0,0,0,0, 
36,org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeRepositoriesJob ,16,9,1,0,9,23,0,0,3,121,27,5.26087,71,15,3.08696,50,21,2.17391,48.7143,15.2243,7.5628,0.0221588,0.200018,9.35224,0.423553,12,2,1,11,21,0,6,0,109,7,3,6,2,0,5,52,16,0,0,0,0,0, 
37,org::eclipse::mylyn::internal::wikitext::ui::util::OutlineItemAdapterFactory ,2,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,8.57143,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,9,2,18,1,0,0,2,3,4,0,0,0,0,0, 
38,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssScanner ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,2,0,0,0,0,6,1,0,0,0,0,1,8,1,0,0,0,0,0, 
39,org::eclipse::mylyn::internal::wikitext::textile::core::token::FootnoteReferenceReplacementToken ,5,5,0,0,0,6,0,0,2,35,19,5.83333,19,11,3.16667,16,8,2.66667,32.7143,18.6735,2.38141,0.00195183,0.132656,9.07779,0.205382,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,0,0,0,0, 
40,org::eclipse::mylyn::internal::xplanner::ui::XPlannerClientFacade ,1,1,1,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0.0,0.0,0.0,0.0,0.0,29,1,9,22,105,0,2,0,146,15,13,2,2,0,13,84,28,1,1,0,0,0, 
41,org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendControl ,3,1,0,0,2,4,0,0,2,68,63,17.0,67,65,16.75,1,3,0.25,39.5714,24.3761,1.84703,0.000948744,0.136921,9.09329,0.175609,11,1,1,10,136,0,5,0,483,17,0,5,14,0,3,98,32,0,0,0,0,0, 
42,org::eclipse::mylyn::internal::tasks::bugs::TaskContributorManager ,9,2,0,0,4,15,0,0,2,74,33,4.933330000000001,40,9,2.66667,34,24,2.26667,47.5714,13.7529,5.63443,0.00624626,0.175647,9.25922,0.331448,8,1,1,7,28,0,6,0,89,8,9,6,2,0,6,34,13,0,0,0,0,0, 
43,org::eclipse::mylyn::wikitext::confluence::core::Main ,2,2,0,0,0,3,0,0,1,3,2,1.0,4,4,1.33333,-1,1,-0.333333,32.7143,1.71429,1.49003,0.00119332,0.04351790000000001,0.121386,0.116244,2,2,0,2,3,0,0,0,12,3,12,0,0,0,2,7,2,0,0,0,0,0, 
44,org::eclipse::mylyn::internal::tasks::core::sync::Messages ,2,1,0,0,0,2,1,0,1,0,0,0.0,2,2,1.0,-2,0,-1.0,14.7143,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,22,0,3,1,0,1,0,21,1,2,1,0,0,0,0,0, 
45,org::eclipse::mylyn::internal::trac::core::TracWikiHandler ,10,6,1,0,7,13,0,0,2,88,40,6.76923,30,11,2.30769,58,40,4.46154,84.7143,19.0731,9.71828,0.0252785,0.194405,9.39178,0.385205,9,2,0,9,21,0,1,0,69,7,14,1,1,0,6,46,9,0,0,0,0,0, 
46,org::eclipse::mylyn::internal::bugzilla::core::SaxConfigurationContentHandler ,11,4,0,0,8,15,0,0,3,495,112,33.0,310,156,20.6667,185,61,12.3333,148.571,75.0346,9.704130000000001,0.167798,0.174755,9.346110000000001,0.289796,7,1,0,7,15,0,83,0,373,6,51,83,1,0,5,185,139,1,0,0,0,1, 
47,org::eclipse::mylyn::internal::team::ccvs::CvsCommitWorkflowProvider ,3,2,0,0,2,4,0,0,1,4,3,1.0,4,3,1.0,0,0,0.0,118.857,19.7143,2.8654,0.00129687,0.00717923,0.07759500000000001,0.00643021,1,2,0,1,1,0,1,0,26,2,11,1,0,0,2,11,6,0,0,0,0,0, 
48,org::eclipse::mylyn::examples::monitor::study::SubmitFeedbackPage ,8,2,0,0,8,12,0,4,2,45,20,3.75,37,12,3.08333,8,8,0.666667,109.857,44.1079,10.1692,0.00874827,0.177941,9.36622,0.299239,15,1,8,7,105,0,16,0,313,15,0,16,2,0,13,56,33,0,0,0,0,0, 
49,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchJob ,5,2,0,0,5,5,0,0,2,6,4,1.2,3,1,0.6,3,3,0.6,88.0,54.5952,4.66839,0.00127343,0.163296,9.21193,0.278205,6,1,1,5,1,0,1,0,57,2,0,1,0,0,1,22,2,0,0,0,0,0, 
50,org::eclipse::mylyn::context::core::InterestComparator ,7,3,0,0,5,8,0,0,2,23,7,2.875,21,9,2.625,2,3,0.25,139.714,66.1242,5.99636,0.00281802,0.153529,9.22107,0.215916,3,1,1,2,1,0,0,0,15,2,9,0,0,0,2,4,5,0,0,0,0,0, 
51,org::eclipse::mylyn::internal::context::ui::ContextEditorManager ,14,6,0,0,7,14,0,0,2,215,108,15.3571,156,60,11.1429,59,94,4.21429,47.4286,6.12691,4.888780000000001,0.0128363,0.166327,9.22338,0.29442,23,2,2,22,91,0,9,0,303,14,17,9,5,0,9,150,60,1,1,0,0,0, 
52,org::eclipse::mylyn::internal::tasks::ui::TaskHyperlink ,3,0,0,0,2,4,0,0,2,10,5,2.5,6,4,1.5,4,4,1.0,39.8571,19.7857,1.84703,0.00113849,0.136921,9.09329,0.175609,5,2,3,2,3,0,1,1,27,3,6,1,0,0,3,16,5,0,0,0,0,0, 
53,org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimplePhraseModifier ,2,2,0,0,0,3,0,0,2,5,3,1.66667,5,3,1.66667,0,0,0.0,32.7143,6.05714,1.49003,0.00102285,0.04351790000000001,0.121386,0.116244,1,3,1,0,0,0,0,1,3,1,28,0,0,0,1,1,1,0,0,0,0,0, 
54,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityContentProvider ,4,1,0,0,2,5,0,0,2,17,9,3.4,13,8,2.6,4,3,0.8,46.0,7.95798,4.17741,0.002106,0.160399,9.19476,0.270741,3,1,1,2,36,0,1,0,46,9,11,1,0,0,9,22,10,0,0,0,0,0, 
55,org::eclipse::mylyn::internal::monitor::ui::CheckActivityJob ,2,1,0,0,0,5,0,3,1,139,131,27.8,134,131,26.8,5,131,1.0,22.7143,0.219938,0.0,0.0,0.0,0.0,0.0,6,1,3,3,21,1,6,0,72,7,0,4,0,0,5,18,18,0,0,0,0,0, 
56,org::eclipse::mylyn::tasks::ui::TaskHyperlinkPresenter ,1,1,0,0,0,2,0,0,1,0,0,0.0,5,5,2.5,-5,0,-2.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,6,28,0,4,0,89,8,0,4,1,0,7,44,32,1,1,0,0,0, 
57,org::eclipse::mylyn::internal::trac::core::TracClientFactory ,10,5,0,0,6,13,0,0,2,40,10,3.07692,39,15,3.0,1,5,0.07692310000000001,133.0,59.9536,11.1128,0.0224729,0.185844,9.401,0.324364,8,1,4,4,1,0,0,0,27,2,9,0,0,0,2,12,4,0,0,0,0,0, 
58,org::eclipse::mylyn::internal::tasks::ui::ChangeActivityHandleOperation ,3,1,0,0,2,4,0,0,3,6,4,1.5,3,1,0.75,3,3,0.75,27.8571,6.19048,1.84703,0.000948744,0.136921,9.09329,0.175609,8,2,0,8,3,0,2,1,33,3,13,2,1,0,1,27,8,0,0,0,0,0, 
59,org::eclipse::mylyn::internal::tasks::core::AbstractTask ,24,16,3,2,17,34,0,1,3,208,83,6.11765,300,106,8.82353,-92,71,-2.70588,45.1429,6.778160000000001,6.92707,0.029559,0.223516,9.38388,0.458465,120,3,110,10,2485,4,28,0,294,71,101,26,2,0,67,124,92,0,0,0,0,0, 
60,org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerTaskPage ,1,1,1,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0.0,0.0,0.0,0.0,0.0,11,1,3,8,15,0,5,0,138,6,0,5,1,0,5,33,10,2,2,0,0,0, 
61,org::eclipse::mylyn::internal::wikitext::ui::viewer::TextHover ,2,2,0,0,0,3,1,0,2,14,13,4.66667,14,13,4.66667,0,0,0.0,32.7143,2.17347,2.38141,0.00457934,0.132656,9.07779,0.205382,1,1,1,0,6,0,1,0,58,4,0,1,0,0,3,13,11,0,0,0,0,0, 
62,org::eclipse::mylyn::internal::tasks::ui::TaskListSynchronizationScheduler ,15,7,3,0,9,22,0,0,3,142,50,6.45455,186,115,8.45454,-44,13,-2.0,133.571,66.2012,12.4918,0.0273881,0.184414,9.43024,0.308445,5,1,3,2,15,0,3,0,46,6,9,3,2,0,4,18,7,0,0,0,0,0, 
63,org::eclipse::mylyn::internal::wikitext::ui::viewer::ImageManager ,4,2,1,0,0,5,1,0,1,149,127,29.8,19,11,3.8,130,127,26.0,24.7143,9.25312,0.891381,0.0019846,0.08913810000000001,8.95641,0.08913810000000001,13,1,3,12,105,0,11,0,313,15,9,11,5,0,8,119,69,1,0,0,0,0, 
64,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugSubmissionHandler ,12,3,0,0,7,14,0,0,2,111,37,7.92857,96,24,6.857139999999999,15,13,1.07143,133.571,7.74517,5.24564,0.0529899,0.0100173,0.132501,0.00313635,4,1,0,4,6,0,2,0,122,4,9,2,2,0,2,31,8,0,0,0,0,0, 
65,org::eclipse::mylyn::internal::trac::ui::WebHyperlink ,5,1,0,0,1,6,0,0,3,19,9,3.16667,13,9,2.16667,6,4,1.0,105.571,74.3684,3.4091,0.00286757,0.153414,9.16273,0.242476,3,1,2,1,15,0,2,0,19,6,9,2,0,0,6,8,6,0,0,0,0,0, 
66,org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationReminder ,6,1,0,0,5,9,0,0,2,17,4,1.88889,25,16,2.77778,-8,3,-0.8888889999999999,66.8571,26.3193,6.83865,0.00827081,0.172657,9.281830000000001,0.308056,5,3,1,4,3,0,0,2,19,3,42,0,0,0,3,7,7,0,0,0,0,0, 
67,org::eclipse::mylyn::wikitext::core::util::Messages ,1,1,0,0,0,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,0,0,0,0, 
68,org::eclipse::mylyn::tasks::ui::editors::TaskEditor ,92,39,5,3,42,148,3,5,3,1921,340,12.9797,1555,335,10.5068,366,130,2.47297,118.714,53.4594,28.8338,0.30528,0.323945,10.0819,0.727558,34,1,13,23,703,0,10,0,464,38,0,9,7,0,23,206,89,8,5,0,0,1, 
69,org::eclipse::mylyn::internal::tasks::core::TaskExternalizationException ,2,0,0,0,2,4,0,0,2,8,6,2.0,6,4,1.5,2,5,0.5,90.4286,58.125,3.17351,0.00150078,0.140881,9.13106,0.180758,0,1,0,0,0,0,1,0,3,1,25,1,0,0,1,1,1,0,0,0,0,0, 
70,org::eclipse::mylyn::monitor::core::AbstractMonitorLog ,14,4,1,0,10,16,0,2,3,45,8,2.8125,35,5,2.1875,10,4,0.625,109.857,48.0794,10.279,0.00769413,0.1838,9.38268,0.328184,8,1,4,4,10,1,3,0,56,5,9,0,0,0,5,26,11,0,0,0,0,0, 
71,org::eclipse::mylyn::internal::provisional::commons::ui::CommonThemes ,3,0,0,0,2,3,0,0,2,14,10,4.66667,11,10,3.66667,3,3,1.0,45.8571,27.6531,1.84703,0.000948744,0.136921,9.09329,0.175609,1,1,0,1,0,0,11,0,11,1,9,0,0,0,1,2,10,0,0,0,0,0, 
72,org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskAction ,10,3,0,0,6,13,0,0,3,47,13,3.61538,43,11,3.30769,4,3,0.307692,91.8571,36.7234,8.35812,0.00566305,0.175279,9.31973,0.299961,2,1,0,2,3,0,1,0,24,3,0,0,0,0,1,8,6,0,0,0,0,0, 
73,org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPageSource ,2,1,0,0,1,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,81.8571,58.8,1.84703,0.000948744,0.136921,9.09329,0.175609,1,1,0,1,1,0,0,0,9,2,0,0,0,0,2,3,3,0,0,0,0,0, 
74,org::eclipse::mylyn::wikitext::core::parser::outline::OutlineParser ,11,9,0,0,0,14,1,0,2,104,38,7.42857,51,21,3.64286,53,17,3.78571,32.7143,11.4258,3.33706,0.0175027,0.180438,9.21468,0.291852,13,1,8,6,45,2,2,0,49,10,9,2,0,0,8,30,14,0,0,0,0,0, 
75,org::eclipse::mylyn::internal::wikitext::twiki::core::block::ListBlock ,2,1,0,0,0,2,0,0,1,6,6,3.0,6,6,3.0,0,0,0.0,23.8571,4.0,0.0,0.0,0.0,0.0,0.0,11,3,1,10,36,0,5,4,137,9,43,3,5,0,4,70,33,0,0,0,0,0, 
76,org::eclipse::mylyn::internal::context::ui::HighlighterImageDescriptor ,5,3,0,0,4,6,0,0,2,22,8,3.66667,22,8,3.66667,0,4,0.0,139.714,83.948,5.25012,0.00382948,0.151457,9.20025,0.213663,3,1,2,1,36,0,2,0,157,9,0,1,0,0,6,25,48,0,0,0,0,0, 
77,org::eclipse::mylyn::internal::tasks::ui::actions::TaskSelectionDialog ,38,13,3,2,14,52,0,0,3,1225,388,23.5577,755,373,14.5192,470,250,9.03846,136.571,76.8238,23.5832,0.31964,0.265078,9.838519999999999,0.518533,19,1,7,15,190,0,22,0,257,20,0,22,1,0,9,77,33,0,0,0,0,0, 
78,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteSecurityLevel ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,2,28,0,4,0,49,8,52,4,0,0,8,17,18,0,0,0,0,0, 
79,org::eclipse::mylyn::internal::tasks::ui::actions::NewQueryAction ,17,3,0,0,11,20,0,2,3,124,47,6.2,49,11,2.45,75,45,3.75,139.571,69.84100000000001,14.0081,0.019934,0.203299,9.5042,0.389553,11,1,1,10,10,0,3,0,58,5,0,3,0,0,5,30,14,0,0,0,0,0, 
