,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
41,org::eclipse::osgi::framework::internal::core::Msg , 7 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
42,org::eclipse::osgi::internal::resolver::BundleDescriptionImpl , 24 , 22 , 4 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 
43,org::eclipse::core::runtime::internal::adaptor::Locker_JavaIo , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
44,org::eclipse::osgi::internal::resolver::StateMsg , 8 , 8 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
45,org::eclipse::osgi::framework::internal::core::BundleSource , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
46,org::eclipse::osgi::storagemanager::StorageManager , 3 , 3 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 
47,org::osgi::framework::FrameworkEvent , 3 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
48,org::eclipse::osgi::internal::resolver::StateDeltaImpl , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
49,org::eclipse::osgi::framework::internal::core::SystemBundleActivator , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
50,org::eclipse::osgi::framework::internal::core::AliasMapper , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
51,org::eclipse::osgi::baseadaptor::bundlefile::DirBundleFile , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
52,legacy::lazystart::b::excluded::a::BAExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
53,substitutes::y::Ly , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
54,org::eclipse::osgi::framework::internal::reliablefile::ReliableFileOutputStream , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
55,org::eclipse::osgi::internal::module::VersionHashMap , 5 , 5 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
56,org::eclipse::osgi::framework::internal::core::MultiSourcePackage , 5 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
57,org::eclipse::osgi::internal::provisional::service::security::AuthorizationEvent , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
58,org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider , 9 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
59,org::eclipse::core::runtime::internal::stats::BundleStats , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
60,legacy::lazystart::FalseExceptionLegacy2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
61,org::osgi::service::permissionadmin::PermissionInfo , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
62,org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList , 4 , 4 , 2 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 
63,org::eclipse::core::runtime::internal::adaptor::PluginParser , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
64,osgi::lazystart::c::excluded::b::CBExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
65,org::eclipse::osgi::tests::bundles::BundleInstaller , 6 , 6 , 1 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 
66,substitutes::y::Jy , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
67,host::multiple::exports::PublicClass2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
68,org::eclipse::osgi::internal::resolver::VersionConstraintImpl , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
69,org::eclipse::osgi::framework::eventmgr::EventThread , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
70,legacy::lazystart::SimpleLegacy , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
71,org::eclipse::osgi::internal::signedcontent::Base64 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
72,org::eclipse::osgi::internal::baseadaptor::BasePermissionStorage , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
73,host::multiple::exports::PrivateClass2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
74,org::eclipse::osgi::framework::internal::core::ServiceRegistryImpl , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
75,org::eclipse::core::runtime::internal::stats::ResourceBundleStats , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
76,org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook , 5 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
77,org::eclipse::osgi::internal::signedcontent::SignedContentImpl , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
78,org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
79,org::eclipse::osgi::internal::module::ResolverImpl , 58 , 57 , 11 , 4 , 0 , 3 , 0 , 0 , 0 , 0 , 
80,osgi::lazystart::c::excluded::a::CAExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
81,nativetest::c::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
82,org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
83,org::eclipse::osgi::service::resolver::DisabledInfo , 3 , 3 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 
84,substitutes::q::AFq , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
85,legacy::lazystart::TrueExceptionLegacy1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
86,org::eclipse::osgi::framework::internal::core::Framework , 58 , 53 , 3 , 2 , 1 , 13 , 0 , 0 , 0 , 0 , 
87,org::osgi::service::condpermadmin::ConditionInfo , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
88,org::eclipse::osgi::framework::internal::core::PermissionsHash , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
89,org::eclipse::osgi::service::pluginconversion::PluginConversionException , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
90,nativetest::b1::Activator , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
91,org::eclipse::osgi::internal::signedcontent::BERProcessor , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
92,org::eclipse::osgi::framework::log::FrameworkLogEntry , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
93,exporter::importer::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
94,org::eclipse::osgi::internal::baseadaptor::DevClassLoadingHook , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
95,org::eclipse::core::runtime::internal::stats::ClassloaderStats , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
96,org::eclipse::core::runtime::internal::adaptor::ClasspathManifest , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
97,org::eclipse::osgi::internal::resolver::StateHelperImpl , 13 , 11 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 
98,circularity::test::a::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
99,org::osgi::framework::PackagePermission , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
100,org::eclipse::osgi::internal::resolver::StateWriter , 22 , 20 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 
101,org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
102,org::eclipse::core::runtime::internal::adaptor::BundleLocalizationImpl , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
103,org::eclipse::osgi::internal::module::PermissionChecker , 4 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
104,org::eclipse::osgi::framework::internal::core::SecurePermissionStorage , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
105,org::eclipse::core::runtime::internal::adaptor::EclipseLogHook , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
106,org::eclipse::osgi::framework::internal::core::SystemBundle , 5 , 5 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
107,chain::test::c::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
108,org::eclipse::osgi::framework::internal::core::PackageSource , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
109,org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl , 10 , 8 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
110,org::eclipse::osgi::framework::internal::protocol::reference::ReferenceURLConnection , 7 , 6 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
111,org::eclipse::osgi::internal::profile::DefaultProfileLogger , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
112,org::eclipse::osgi::internal::module::GenericCapability , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
113,org::eclipse::osgi::framework::internal::core::PolicyHandler , 3 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
114,org::eclipse::osgi::framework::internal::core::ServiceUse , 3 , 3 , 2 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
115,org::eclipse::osgi::internal::resolver::BundleDeltaImpl , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
116,org::eclipse::osgi::internal::profile::Profile , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
117,org::eclipse::core::runtime::internal::adaptor::URLConverterImpl , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
118,org::eclipse::core::runtime::internal::adaptor::ContextFinder , 12 , 10 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 
119,org::eclipse::osgi::baseadaptor::bundlefile::BundleFile , 5 , 5 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
120,legacy::lazystart::c::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
121,chain::test::b::BChain , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
122,ext::extclasspath::a::importer::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
123,org::eclipse::osgi::internal::signedcontent::TrustEngineListener , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
124,substitutes::x::Ax , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
125,org::eclipse::osgi::internal::resolver::BaseDescriptionImpl , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
126,org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter , 5 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
127,org::eclipse::core::runtime::adaptor::LocationManager , 20 , 17 , 4 , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 
128,org::eclipse::osgi::internal::signedcontent::PKCS7Processor , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
129,org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
130,org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
131,org::eclipse::core::runtime::internal::adaptor::EclipseEnvironmentInfo , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
132,org::eclipse::osgi::internal::signedcontent::BundleInstallListener , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
133,org::eclipse::core::runtime::internal::adaptor::Semaphore , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
134,osgi::lazystart::LazyExclude1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
135,substitutes::x::Nx , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
136,osgi::lazystart::b::excluded::b::BBExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
137,org::eclipse::equinox::launcher::WebStartMain , 7 , 7 , 3 , 2 , 0 , 1 , 0 , 1 , 0 , 0 , 
138,org::eclipse::core::runtime::internal::adaptor::LocationHelper , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
139,org::eclipse::core::runtime::internal::adaptor::DefaultStartupMonitor , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
140,org::eclipse::osgi::framework::internal::protocol::ContentHandlerFactory , 9 , 7 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
141,osgi::lazystart::c::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
142,org::eclipse::osgi::framework::internal::core::BundleResourceHandler , 5 , 5 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
143,org::eclipse::osgi::framework::internal::core::BundleHost , 29 , 29 , 5 , 1 , 0 , 7 , 0 , 0 , 0 , 0 , 
144,org::eclipse::core::runtime::internal::adaptor::BasicLocation , 5 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
145,org::eclipse::osgi::internal::resolver::GenericDescriptionImpl , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
146,org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider , 13 , 9 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 
147,osgi::lazystart::LazyInclude1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
148,org::eclipse::osgi::framework::internal::core::FrameworkCommandInterpreter , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
149,org::eclipse::osgi::internal::baseadaptor::SystemBundleData , 3 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
150,org::eclipse::osgi::internal::baseadaptor::BundleUpdate , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
151,org::eclipse::osgi::internal::resolver::StateReader , 20 , 19 , 3 , 2 , 1 , 2 , 0 , 0 , 0 , 0 , 
152,org::eclipse::osgi::internal::signedcontent::SignedBundleFile , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
153,org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl , 9 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
154,org::eclipse::osgi::internal::signedcontent::SignedContentMessages , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
155,org::eclipse::osgi::framework::eventmgr::EventListeners , 2 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
156,xfriends::test3::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
157,org::eclipse::osgi::util::NLS , 5 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
158,org::eclipse::osgi::framework::debug::Debug , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
159,org::eclipse::osgi::framework::internal::core::PackageAdminImpl , 40 , 38 , 6 , 4 , 0 , 7 , 0 , 0 , 0 , 0 , 
160,org::eclipse::osgi::internal::baseadaptor::BaseHookConfigurator , 2 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
161,org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleFile , 6 , 6 , 3 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 
162,substitutes::y::By , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
163,substitutes::x::Lx , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
164,osgi::lazystart::b::excluded::a::BAExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
165,org::eclipse::osgi::framework::internal::core::BundleLoader , 45 , 43 , 2 , 2 , 1 , 4 , 0 , 0 , 0 , 0 , 
166,org::eclipse::osgi::framework::internal::core::ExportedPackageImpl , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
167,org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerProxy , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
168,org::osgi::framework::InvalidSyntaxException , 3 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
169,org::eclipse::osgi::baseadaptor::loader::ClasspathManager , 9 , 8 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
170,org::eclipse::osgi::framework::internal::core::SystemBundleLoader , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
171,org::eclipse::osgi::internal::baseadaptor::AdaptorUtil , 3 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
172,org::eclipse::osgi::framework::util::SecureAction , 6 , 5 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
173,org::eclipse::osgi::framework::internal::protocol::reference::Handler , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
174,org::eclipse::osgi::baseadaptor::loader::FragmentClasspath , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
175,org::eclipse::osgi::framework::internal::core::AbstractBundle , 28 , 27 , 4 , 2 , 0 , 10 , 0 , 0 , 0 , 0 , 
176,org::eclipse::osgi::framework::internal::reliablefile::ReliableFileInputStream , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
177,host::multiple::exports::onlyone::PublicClass1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
178,substitutes::z::Ez , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
179,substitutes::x::Jx , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
180,org::eclipse::osgi::internal::baseadaptor::BundleInstall , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
181,nativetest::a2::Activator , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
182,org::eclipse::osgi::framework::internal::core::BundleCombinedPermissions , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
183,org::eclipse::osgi::tests::appadmin::FailedApp , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
184,client2::multiple::exports::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
185,org::eclipse::osgi::internal::provisional::service::security::AuthorizationStatus , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
186,org::eclipse::core::runtime::adaptor::EclipseStarter , 78 , 71 , 11 , 2 , 4 , 4 , 0 , 0 , 0 , 0 , 
187,org::eclipse::osgi::service::resolver::VersionRange , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
188,org::eclipse::osgi::internal::module::GroupingChecker , 9 , 9 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
189,org::eclipse::core::runtime::internal::adaptor::EclipseErrorHandler , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
190,legacy::lazystart::TrueExceptionLegacy2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
191,org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleEntry , 4 , 4 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
192,org::osgi::framework::BundleException , 3 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
193,org::eclipse::osgi::framework::internal::core::SystemPolicy , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
194,org::eclipse::osgi::framework::util::Headers , 5 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
195,org::eclipse::osgi::framework::internal::core::PermissionAdminImpl , 14 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
196,org::eclipse::osgi::internal::baseadaptor::InvalidVersion , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
197,substitutes::y::My , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
198,org::eclipse::osgi::internal::resolver::ComputeNodeOrder , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
199,org::eclipse::osgi::framework::util::KeyedHashSet , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
