,Unnamed: 0,classname,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 22
19,114,org::eclipse::jdt::internal::compiler::problem::AbortCompilation ,26,6,0,7,207.0,50.0,7.961539999999999,164.0,50.0,6.30769,43.0,14.0,1.65385,367.0,104.823,0,0,0,0,0, 
20,121,org::eclipse::jdt::internal::core::search::matching::OrLocator ,27,4,0,8,317.0,98.0,11.7407,91.0,35.0,3.37037,226.0,63.0,8.37037,248.571,58.6223,0,0,0,0,0, 
21,137,org::eclipse::jdt::internal::eval::CodeSnippetToCuMapper ,76,6,0,8,1158.0,300.0,15.2368,1252.0,370.0,16.4737,-94.0,23.0,-1.23684,367.0,66.1541,0,0,0,0,0, 
22,141,org::eclipse::jdt::internal::core::SearchableEnvironment ,90,8,0,8,4337.0,329.0,48.1889,4198.0,329.0,46.6444,139.0,101.0,1.54444,367.0,36.5847,1,0,0,0,0, 
23,142,org::eclipse::jdt::core::dom::LabeledStatement ,38,13,0,7,493.0,173.0,12.9737,285.0,173.0,7.5,208.0,75.0,5.47368,333.14300000000003,73.2634,0,0,0,0,0, 
24,148,org::eclipse::jdt::internal::compiler::flow::ConditionalFlowInfo ,33,2,0,5,798.0,141.0,24.1818,730.0,127.0,22.1212,68.0,72.0,2.06061,367.0,112.25399999999999,0,0,0,0,0, 
25,149,org::eclipse::jdt::internal::core::search::JavaWorkspaceScope ,47,7,0,9,502.0,140.0,10.6809,300.0,140.0,6.38298,202.0,71.0,4.29787,367.0,154.785,0,0,0,0,0, 
26,152,org::eclipse::jdt::internal::compiler::util::Util ,87,19,0,7,3123.0,378.0,35.8966,2127.0,378.0,24.4483,996.0,216.0,11.4483,363.85699999999997,109.912,1,0,0,0,0, 
27,156,org::eclipse::jdt::internal::core::ResolvedBinaryType ,8,3,0,3,28.0,7.0,3.5,18.0,5.0,2.25,10.0,6.0,1.25,175.0,34.1888,0,0,0,0,0, 
28,164,org::eclipse::jdt::core::dom::SimpleType ,42,14,0,7,365.0,126.0,8.69048,218.0,126.0,5.19048,147.0,60.0,3.5,333.14300000000003,73.5362,0,0,0,0,0, 
29,167,org::eclipse::jdt::internal::core::ExternalFolderChange ,3,0,0,1,9.0,7.0,3.0,35.0,23.0,11.6667,-26.0,0.0,-8.66667,16.0,1.73016,0,0,0,0,0, 
30,171,org::eclipse::jdt::internal::compiler::ast::CombinedBinaryExpression ,4,2,0,3,21.0,19.0,5.25,15.0,13.0,3.75,6.0,6.0,1.5,103.14299999999999,69.2925,0,0,0,0,0, 
31,172,org::eclipse::jdt::internal::core::util::RuntimeInvisibleAnnotationsAttribute ,7,4,0,3,146.0,69.0,20.8571,8.0,4.0,1.14286,138.0,69.0,19.7143,222.857,10.5264,0,0,0,0,0, 
32,173,org::eclipse::jdt::internal::antadapter::AntAdapterMessages ,7,3,0,3,9.0,5.0,1.2857100000000001,9.0,5.0,1.2857100000000001,0.0,0.0,0.0,236.143,63.6984,0,0,0,0,0, 
33,180,org::eclipse::jdt::internal::compiler::lookup::ProblemBinding ,16,5,0,4,115.0,55.0,7.1875,119.0,55.0,7.4375,-4.0,6.0,-0.25,367.0,51.2435,0,0,0,0,0, 
34,182,org::eclipse::jdt::core::search::MethodReferenceMatch ,35,6,0,5,386.0,100.0,11.0286,214.0,100.0,6.1142900000000004,172.0,37.0,4.91429,227.571,92.5426,1,0,0,0,0, 
35,186,org::eclipse::jdt::core::dom::SimplePropertyDescriptor ,9,5,0,4,12.0,4.0,1.33333,11.0,4.0,1.22222,1.0,1.0,0.11111099999999999,224.857,76.9405,0,0,0,0,0, 
36,187,org::eclipse::jdt::internal::core::SourceRange ,26,5,0,4,153.0,47.0,5.88462,139.0,47.0,5.34615,14.0,15.0,0.538462,367.0,65.3119,0,0,0,0,0, 
37,190,org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute ,8,4,0,4,155.0,76.0,19.375,19.0,11.0,2.375,136.0,76.0,17.0,223.571,10.482000000000001,0,0,0,0,0, 
38,192,org::eclipse::jdt::internal::compiler::ast::ThisReference ,44,6,0,6,328.0,72.0,7.45455,277.0,72.0,6.29545,51.0,34.0,1.15909,367.0,68.76,0,0,0,0,0, 
39,195,org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedNameReference ,35,7,0,6,205.0,78.0,5.85714,214.0,78.0,6.1142900000000004,-9.0,6.0,-0.257143,367.0,63.5052,0,0,0,0,0, 
40,198,org::eclipse::jdt::internal::formatter::FormatJavadocBlock ,7,3,0,1,122.0,35.0,17.4286,44.0,17.0,6.28571,78.0,30.0,11.1429,9.14286,1.79742,0,0,0,0,0, 
41,202,org::eclipse::jdt::internal::core::PackageFragmentRootInfo ,53,9,0,7,420.0,133.0,7.92453,382.0,133.0,7.20755,38.0,19.0,0.7169810000000001,367.0,88.0983,0,0,0,0,0, 
42,207,org::eclipse::jdt::internal::codeassist::InternalCompletionContext ,13,3,0,3,130.0,45.0,10.0,21.0,14.0,1.61538,109.0,31.0,8.38461,169.857,89.5549,1,0,0,0,0, 
43,219,org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding ,23,3,0,7,124.0,39.0,5.3913,123.0,39.0,5.34783,1.0,5.0,0.043478300000000004,367.0,80.6912,0,0,0,0,0, 
44,223,org::eclipse::jdt::internal::core::util::LRUCache ,36,4,0,5,833.0,498.0,23.1389,822.0,498.0,22.8333,11.0,30.0,0.305556,367.0,77.5493,0,0,0,0,0, 
45,226,org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding ,31,5,0,8,216.0,41.0,6.967739999999999,171.0,41.0,5.51613,45.0,36.0,1.45161,367.0,146.976,0,0,0,0,0, 
46,233,org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression ,52,5,0,6,1715.0,296.0,32.9808,1882.0,323.0,36.1923,-167.0,22.0,-3.2115400000000003,367.0,65.6336,0,0,0,0,0, 
47,235,org::eclipse::jdt::core::dom::ThisExpression ,38,13,0,7,373.0,119.0,9.81579,276.0,119.0,7.263160000000001,97.0,65.0,2.5526299999999997,333.14300000000003,68.8728,0,0,0,0,0, 
48,239,org::eclipse::jdt::core::dom::StructuralPropertyDescriptor ,9,5,0,4,14.0,4.0,1.55556,13.0,4.0,1.44444,1.0,1.0,0.11111099999999999,224.857,67.7959,0,0,0,0,0, 
49,241,org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment ,156,12,0,11,3401.0,580.0,21.8013,2342.0,588.0,15.0128,1059.0,222.0,6.788460000000001,367.0,152.001,3,0,1,0,0, 
50,245,org::eclipse::jdt::internal::core::JavaModelOperation ,90,7,0,7,2398.0,590.0,26.6444,2072.0,590.0,23.0222,326.0,91.0,3.6222199999999996,367.0,69.7218,0,0,0,0,0, 
51,250,org::eclipse::jdt::internal::codeassist::select::SelectionOnMessageSend ,43,3,0,6,392.0,71.0,9.11628,318.0,71.0,7.39535,74.0,52.0,1.7209299999999998,367.0,61.2591,0,0,0,0,0, 
52,276,org::eclipse::jdt::internal::core::util::AnnotationComponentValue ,14,3,0,3,443.0,180.0,31.6429,51.0,22.0,3.6428599999999998,392.0,180.0,28.0,222.857,13.5824,0,0,0,0,0, 
53,288,org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager ,10,5,0,1,85.0,55.0,8.5,13.0,3.0,1.3,72.0,54.0,7.2,78.7143,15.4303,0,0,0,0,0, 
54,289,org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding ,7,3,0,5,11.0,4.0,1.5714299999999999,8.0,4.0,1.14286,3.0,3.0,0.428571,264.857,94.5714,1,0,0,0,0, 
55,292,org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy ,38,3,0,7,476.0,152.0,12.5263,395.0,152.0,10.3947,81.0,56.0,2.13158,367.0,105.485,0,0,0,0,0, 
56,294,org::eclipse::jdt::core::util::CompilationUnitSorter ,45,17,0,8,1126.0,157.0,25.0222,729.0,306.0,16.2,397.0,148.0,8.82222,281.714,67.46,0,0,0,0,0, 
57,298,org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore ,25,7,0,8,1229.0,291.0,49.16,765.0,122.0,30.6,464.0,169.0,18.56,220.143,81.2442,0,0,0,0,0, 
58,299,org::eclipse::jdt::internal::compiler::ast::EmptyStatement ,28,6,0,6,115.0,34.0,4.10714,75.0,34.0,2.67857,40.0,11.0,1.4285700000000001,351.85699999999997,72.0658,0,0,0,0,0, 
59,309,org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets ,3,2,0,2,5.0,3.0,1.66667,4.0,3.0,1.33333,1.0,1.0,0.333333,111.714,13.1714,0,0,0,0,0, 
60,311,org::eclipse::jdt::internal::compiler::ast::Initializer ,54,9,0,6,525.0,115.0,9.72222,494.0,115.0,9.14815,31.0,21.0,0.574074,367.0,71.8171,0,0,0,0,0, 
61,317,org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration ,97,23,0,8,1990.0,289.0,20.5155,1403.0,289.0,14.4639,587.0,140.0,6.05155,367.0,139.257,2,0,0,0,0, 
62,320,org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator ,18,4,0,7,64.0,14.0,3.55556,33.0,10.0,1.83333,31.0,12.0,1.72222,248.571,58.0045,1,0,0,0,0, 
63,323,org::eclipse::jdt::core::dom::MethodRefParameter ,25,6,0,6,339.0,113.0,13.56,67.0,7.0,2.68,272.0,107.0,10.88,229.71400000000003,26.3936,0,0,0,0,0, 
64,326,org::eclipse::jdt::core::dom::ArrayType ,39,14,0,7,400.0,171.0,10.2564,255.0,171.0,6.53846,145.0,60.0,3.71795,333.14300000000003,66.5168,0,0,0,0,0, 
65,328,org::eclipse::jdt::core::search::SearchDocument ,22,4,0,5,268.0,61.0,12.1818,99.0,30.0,4.5,169.0,31.0,7.68182,236.0,17.9238,1,0,0,0,0, 
66,335,org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner ,23,3,0,6,81.0,19.0,3.5217400000000003,81.0,14.0,3.5217400000000003,0.0,17.0,0.0,261.57099999999997,28.3104,0,0,0,0,0, 
67,336,org::eclipse::jdt::internal::compiler::impl::ByteConstant ,35,6,0,6,179.0,54.0,5.1142900000000004,201.0,54.0,5.74286,-22.0,5.0,-0.628571,367.0,58.2705,0,0,0,0,0, 
68,342,org::eclipse::jdt::internal::compiler::parser::RecoveredStatement ,30,4,0,5,132.0,55.0,4.4,136.0,55.0,4.53333,-4.0,7.0,-0.13333299999999998,367.0,50.4026,0,0,0,0,0, 
69,347,org::eclipse::jdt::internal::compiler::ast::TypeReference ,70,8,0,9,809.0,102.0,11.5571,625.0,102.0,8.92857,184.0,51.0,2.62857,367.0,157.035,0,0,0,0,0, 
70,356,org::eclipse::jdt::internal::codeassist::impl::Engine ,75,7,0,7,2054.0,181.0,27.3867,1763.0,181.0,23.5067,291.0,112.0,3.88,367.0,72.6069,1,0,0,0,0, 
71,361,org::eclipse::jdt::internal::core::search::JavaSearchScope ,90,7,0,9,2269.0,335.0,25.2111,1645.0,335.0,18.2778,624.0,96.0,6.933330000000001,367.0,143.248,1,0,1,0,0, 
72,377,org::eclipse::jdt::internal::formatter::comment::HTMLEntity2JavaReader ,6,6,0,1,10.0,3.0,1.66667,6.0,2.0,1.0,4.0,2.0,0.666667,168.857,94.5857,0,0,0,0,0, 
73,381,org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter ,20,5,0,5,155.0,46.0,7.75,150.0,54.0,7.5,5.0,14.0,0.25,367.0,80.0212,0,0,0,0,0, 
74,383,org::eclipse::jdt::core::dom::ASTMatcher ,66,6,0,9,2006.0,584.0,30.3939,470.0,105.0,7.1212100000000005,1536.0,556.0,23.2727,329.14300000000003,99.6814,0,0,0,0,0, 
75,387,org::eclipse::jdt::internal::core::Annotation ,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8571,0.0,1,0,0,0,0, 
76,389,org::eclipse::jdt::internal::eval::Evaluator ,49,6,0,5,416.0,172.0,8.4898,421.0,172.0,8.59184,-5.0,15.0,-0.10204099999999999,367.0,57.4475,0,0,0,0,0, 
77,402,org::eclipse::jdt::internal::compiler::codegen::FloatCache ,30,3,0,5,572.0,138.0,19.0667,570.0,138.0,19.0,2.0,10.0,0.0666667,367.0,77.5457,0,0,0,0,0, 
78,404,org::eclipse::jdt::internal::core::search::matching::ClassFileMatchLocator ,56,9,0,8,657.0,141.0,11.7321,398.0,53.0,7.107139999999999,259.0,140.0,4.625,250.0,147.079,1,0,0,0,0, 
79,410,org::eclipse::jdt::internal::core::JavaCorePreferenceInitializer ,46,18,0,7,127.0,25.0,2.76087,132.0,25.0,2.86957,-5.0,18.0,-0.108696,181.429,33.0315,0,0,0,0,0, 
80,413,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocParamNameReference ,6,0,0,2,17.0,9.0,2.83333,8.0,6.0,1.33333,9.0,9.0,1.5,140.143,2.19328,0,0,0,0,0, 
81,417,org::eclipse::jdt::core::CorrectionEngine ,60,8,0,10,979.0,413.0,16.3167,808.0,413.0,13.4667,171.0,39.0,2.85,333.0,66.5053,1,0,0,0,0, 
82,421,org::eclipse::jdt::internal::compiler::ast::SwitchStatement ,95,11,0,8,2048.0,311.0,21.5579,1923.0,311.0,20.2421,125.0,28.0,1.31579,367.0,88.3375,1,0,0,0,0, 
83,427,org::eclipse::jdt::internal::core::builder::ClasspathDirectory ,40,4,0,8,373.0,105.0,9.325,329.0,105.0,8.225,44.0,14.0,1.1,329.0,68.1264,0,0,0,0,0, 
84,433,org::eclipse::jdt::internal::core::search::matching::TypeReferencePattern ,100,5,0,7,4966.0,645.0,49.66,5428.0,645.0,54.28,-462.0,55.0,-4.62,367.0,46.5549,1,0,0,0,0, 
85,435,org::eclipse::jdt::internal::codeassist::select::SelectionOnPackageReference ,28,4,0,5,136.0,50.0,4.85714,134.0,50.0,4.78571,2.0,6.0,0.07142860000000001,367.0,53.2805,0,0,0,0,0, 
86,441,org::eclipse::jdt::internal::core::search::matching::TypeParameterPattern ,11,2,0,3,44.0,16.0,4.0,35.0,11.0,3.18182,9.0,5.0,0.818182,177.143,23.7045,0,0,0,0,0, 
87,451,org::eclipse::jdt::core::search::MethodDeclarationMatch ,17,3,0,4,106.0,23.0,6.23529,24.0,6.0,1.4117600000000001,82.0,23.0,4.82353,227.571,9.22237,0,0,0,0,0, 
88,454,org::eclipse::jdt::core::dom::ParameterizedType ,39,7,0,6,734.0,162.0,18.8205,232.0,58.0,5.94872,502.0,162.0,12.8718,239.571,14.6339,0,0,0,0,0, 
89,456,org::eclipse::jdt::internal::core::BufferFactoryWrapper ,16,3,0,6,51.0,11.0,3.1875,46.0,9.0,2.875,5.0,10.0,0.3125,261.57099999999997,25.8964,0,0,0,0,0, 
90,462,org::eclipse::jdt::internal::compiler::ast::ContinueStatement ,14,4,0,6,92.0,64.0,6.57143,94.0,70.0,6.714289999999999,-2.0,3.0,-0.14285699999999998,270.143,132.286,0,0,0,0,0, 
91,479,org::eclipse::jdt::internal::compiler::ast::OperatorExpression ,48,7,0,7,8887.0,1598.0,185.146,9187.0,1854.0,191.396,-300.0,6.0,-6.25,367.0,50.8267,0,0,0,0,0, 
92,484,org::eclipse::jdt::internal::compiler::ast::JavadocSingleTypeReference ,40,5,0,9,337.0,49.0,8.425,129.0,36.0,3.225,208.0,49.0,5.2,239.143,61.4837,0,0,0,0,0, 
93,488,org::eclipse::jdt::internal::core::index::Index ,46,5,0,8,748.0,166.0,16.2609,386.0,43.0,8.3913,362.0,129.0,7.869560000000001,234.571,30.6146,1,0,0,0,0, 
94,489,org::eclipse::jdt::internal::core::ExternalFoldersManager ,8,0,0,1,131.0,60.0,16.375,59.0,25.0,7.375,72.0,58.0,9.0,16.0,1.72737,3,0,0,0,0, 
95,490,org::eclipse::jdt::core::dom::BooleanLiteral ,28,9,0,7,287.0,113.0,10.25,155.0,113.0,5.53571,132.0,61.0,4.71429,333.14300000000003,73.4545,0,0,0,0,0, 
96,493,org::eclipse::jdt::internal::compiler::lookup::VariableBinding ,41,4,0,7,209.0,39.0,5.09756,171.0,39.0,4.170730000000001,38.0,14.0,0.9268290000000001,367.0,110.03200000000001,0,0,0,0,0, 
97,496,org::eclipse::jdt::internal::core::JavaProject ,469,31,0,12,14901.0,2162.0,31.7719,12570.0,2162.0,26.8017,2331.0,334.0,4.97015,367.0,90.5064,4,0,0,0,0, 
98,526,org::eclipse::jdt::core::dom::WildcardType ,29,6,0,6,653.0,170.0,22.5172,87.0,16.0,3.0,566.0,170.0,19.5172,237.71400000000003,11.3424,0,0,0,0,0, 
99,529,org::eclipse::jdt::core::dom::AST ,210,49,0,11,9587.0,1441.0,45.6524,7432.0,1441.0,35.3905,2155.0,359.0,10.2619,333.14300000000003,95.3919,0,0,0,0,0, 
100,532,org::eclipse::jdt::internal::core::util::HashSetOfCharArrayArray ,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714,0.0,0,0,0,0,0, 
101,533,org::eclipse::jdt::internal::compiler::ast::LongLiteral ,34,8,0,6,426.0,140.0,12.5294,418.0,157.0,12.2941,8.0,22.0,0.235294,367.0,95.1472,0,0,0,0,0, 
102,536,org::eclipse::jdt::core::dom::NumberLiteral ,45,10,0,8,411.0,146.0,9.13333,230.0,146.0,5.11111,181.0,61.0,4.02222,333.14300000000003,65.2517,0,0,0,0,0, 
103,541,org::eclipse::jdt::internal::core::builder::NameSet ,10,3,0,5,148.0,64.0,14.8,16.0,4.0,1.6,132.0,64.0,13.2,240.857,6.00676,0,0,0,0,0, 
104,553,org::eclipse::jdt::internal::core::ResolvedBinaryMethod ,6,2,0,3,27.0,7.0,4.5,16.0,5.0,2.66667,11.0,7.0,1.83333,175.0,25.328000000000003,0,0,0,0,0, 
105,554,org::eclipse::jdt::internal::core::search::matching::PossibleMatchSet ,11,4,0,5,23.0,9.0,2.09091,16.0,4.0,1.45455,7.0,7.0,0.636364,248.143,154.36,0,0,0,0,0, 
106,559,org::eclipse::jdt::internal::compiler::parser::RecoveredImport ,29,5,0,5,139.0,57.0,4.7931,140.0,57.0,4.82759,-1.0,7.0,-0.0344828,367.0,49.4584,0,0,0,0,0, 
107,564,org::eclipse::jdt::internal::core::CreateTypeMemberOperation ,50,8,0,9,533.0,143.0,10.66,453.0,143.0,9.06,80.0,56.0,1.6,367.0,98.5864,1,0,0,0,0, 
108,576,org::eclipse::jdt::internal::codeassist::CompletionEngine ,413,18,0,11,36511.0,2702.0,88.4044,25887.0,2702.0,62.6804,10624.0,868.0,25.724,367.0,119.439,7,0,0,0,0, 
109,577,org::eclipse::jdt::internal::compiler::ast::TryStatement ,139,18,0,7,4053.0,618.0,29.1583,3545.0,558.0,25.5036,508.0,92.0,3.6546800000000004,367.0,129.03,3,0,0,0,0, 
110,582,org::eclipse::jdt::core::dom::InfixExpression ,42,15,0,7,855.0,407.0,20.3571,606.0,407.0,14.4286,249.0,116.0,5.92857,333.14300000000003,61.1658,0,0,0,0,0, 
111,583,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocAllocationExpression ,6,0,0,2,26.0,15.0,4.33333,2.0,1.0,0.333333,24.0,14.0,4.0,140.143,5.91758,0,0,0,0,0, 
112,584,org::eclipse::jdt::internal::compiler::util::HashtableOfInt ,28,3,0,7,253.0,92.0,9.03571,253.0,92.0,9.03571,0.0,9.0,0.0,367.0,44.2716,0,0,0,0,0, 
113,599,org::eclipse::jdt::internal::compiler::SourceElementNotifier ,2,0,0,2,10.0,10.0,5.0,4.0,4.0,2.0,6.0,6.0,3.0,14.7143,5.0,0,0,0,0,0, 
114,614,org::eclipse::jdt::internal::compiler::util::Messages ,18,9,0,4,237.0,200.0,13.1667,69.0,43.0,3.83333,168.0,157.0,9.33333,166.71400000000003,9.8692,0,0,0,0,0, 
115,616,org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement ,66,12,0,7,946.0,169.0,14.3333,862.0,169.0,13.0606,84.0,22.0,1.27273,367.0,104.98,0,0,0,0,0, 
116,636,org::eclipse::jdt::core::dom::FieldDeclaration ,59,16,0,8,821.0,243.0,13.9153,531.0,243.0,9.0,290.0,170.0,4.91525,333.14300000000003,78.58,0,0,0,0,0, 
117,639,org::eclipse::jdt::internal::core::hierarchy::TypeHierarchy ,122,7,0,8,4457.0,1312.0,36.5328,4192.0,1312.0,34.3607,265.0,357.0,2.17213,367.0,59.2385,1,1,0,0,0, 
118,643,org::eclipse::jdt::internal::eval::EvaluationResult ,29,3,0,4,581.0,232.0,20.0345,595.0,232.0,20.5172,-14.0,5.0,-0.482759,367.0,33.3142,0,0,0,0,0, 
119,656,org::eclipse::jdt::internal::formatter::align::AlignmentException ,11,1,0,5,20.0,6.0,1.81818,15.0,6.0,1.36364,5.0,2.0,0.454545,264.857,58.1571,0,0,0,0,0, 
120,663,org::eclipse::jdt::internal::codeassist::complete::CompletionOnLocalName ,18,6,0,6,106.0,42.0,5.88889,79.0,42.0,4.38889,27.0,10.0,1.5,347.85699999999997,80.6752,0,0,0,0,0, 
121,671,org::eclipse::jdt::core::dom::RecoveredTypeBinding ,12,8,0,3,238.0,73.0,19.8333,83.0,26.0,6.91667,155.0,57.0,12.9167,65.7143,24.8962,0,0,0,0,0, 
122,676,org::eclipse::jdt::internal::compiler::codegen::ConstantPool ,80,20,0,7,14750.0,3120.0,184.375,16495.0,3120.0,206.188,-1745.0,531.0,-21.8125,367.0,81.4591,1,0,0,0,0, 
123,678,org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo ,4,1,0,3,103.0,54.0,25.75,1.0,1.0,0.25,102.0,54.0,25.5,164.71400000000003,18.6144,0,0,0,0,0, 
124,686,org::eclipse::jdt::internal::compiler::parser::TypeConverter ,2,0,0,2,8.0,8.0,4.0,3.0,3.0,1.5,5.0,5.0,2.5,10.7143,6.714289999999999,0,0,0,0,0, 
125,691,org::eclipse::jdt::internal::core::search::matching::IntersectingPattern ,3,1,0,2,3.0,2.0,1.0,2.0,1.0,0.666667,1.0,1.0,0.333333,49.8571,19.1429,1,0,0,0,0, 
126,692,org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit ,19,3,0,5,76.0,25.0,4.0,51.0,25.0,2.6842099999999998,25.0,12.0,1.31579,367.0,118.041,0,0,0,0,0, 
127,693,org::eclipse::jdt::internal::codeassist::complete::CompletionOnArgumentName ,20,5,0,6,112.0,50.0,5.6,90.0,50.0,4.5,22.0,10.0,1.1,347.85699999999997,63.8724,0,0,0,0,0, 
128,703,org::eclipse::jdt::internal::core::eval::EvaluationContextWrapper ,77,6,0,7,1332.0,403.0,17.2987,1218.0,403.0,15.8182,114.0,81.0,1.48052,367.0,45.2638,0,0,0,0,0, 
129,704,org::eclipse::jdt::internal::compiler::flow::InitializationFlowContext ,24,3,0,4,337.0,85.0,14.0417,301.0,85.0,12.5417,36.0,27.0,1.5,367.0,50.1865,2,0,0,0,0, 
