,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
10,org::apache::lucene::benchmark::byTask::utils::Config ,6,6,0,0,0,10,0,0,4,422,324,42.2,342,324,34.2,80,49,8.0,90.5714,15.8812,7.7902,0.171935,0.0220847,0.218167,0.0274878,23,1,14,9,66,0,6,0,182,12,9,6,4,0,8,120,37,0,0,0,0,0, 
11,org::apache::lucene::benchmark::quality::utils::DocNameExtractor ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,62.7143,0.0,1.17486,0.0009656819999999999,0.00361796,0.0337529,0.00505055,5,1,2,3,1,0,2,0,13,2,9,2,0,0,2,5,3,0,0,0,0,0, 
12,org::apache::lucene::analysis::cjk::CJKAnalyzer ,0,0,0,0,0,5,0,0,3,5,1,1.0,5,1,1.0,0,0,0.0,250.143,13.9429,0.0,0.0,0.0,0.0,0.0,2,2,0,2,1,0,2,0,6,2,15,1,0,0,2,5,2,0,0,0,0,0, 
13,org::apache::lucene::search::HitIterator ,2,2,0,0,0,6,1,0,4,14,6,2.33333,13,6,2.16667,1,2,0.166667,180.143,57.3265,5.50819,0.0336513,0.0687709,0.271872,0.157142,4,1,2,3,10,0,2,0,20,5,9,2,0,0,4,11,6,0,0,0,0,0, 
14,org::apache::lucene::misc::HighFreqTerms ,0,0,0,0,0,3,1,0,2,3,1,1.0,3,1,1.0,0,0,0.0,307.429,40.4286,0.0,0.0,0.0,0.0,0.0,8,1,0,8,1,0,1,0,40,2,9,0,1,0,1,26,9,0,0,0,0,0, 
15,org::apache::lucene::index::FormatPostingsDocsConsumer ,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,1,1,0,0,0,2,9,0,0,0,0,2,0,0,0,0,0,0, 
16,org::apache::lucene::search::IndexSearcher ,5,5,0,0,0,36,4,0,11,291,39,8.08333,297,51,8.25,-6,39,-0.166667,368.143,164.852,11.5269,0.350981,0.0842299,3.50814,0.113609,65,3,57,8,36,2,2,0,61,9,37,1,1,1,8,30,18,0,0,0,0,0, 
17,org::apache::lucene::store::db::DbIndexOutput ,0,0,0,0,0,2,0,0,1,2,1,1.0,2,1,1.0,0,0,0.0,179.286,15.2143,2.56045,0.00833997,0.00309243,0.05794490000000001,8.74499e-05,4,2,1,3,28,0,8,0,86,8,24,0,0,0,7,34,16,0,0,0,0,0, 
18,org::apache::lucene::search::highlight::TokenGroup ,0,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,219.286,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,1,45,0,9,0,54,10,9,1,0,8,7,24,13,0,0,0,0,0, 
19,org::apache::lucene::index::MergeDocIDRemapper ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,30.8571,0.0,0.8710610000000001,0.00164027,0.00523142,0.0309637,0.0182075,4,1,2,2,1,0,6,0,76,2,9,0,0,6,2,8,15,1,0,0,0,0, 
20,org::apache::lucene::benchmark::byTask::tasks::RepSelectByPrefTask ,1,1,0,0,0,3,0,0,2,76,42,25.3333,45,42,15.0,31,31,10.3333,90.5714,10.3929,3.28866,0.0163189,0.00774168,0.08769760000000001,0.00527147,8,4,0,8,3,0,0,13,39,3,51,0,0,0,2,33,10,0,0,0,0,0, 
21,org::apache::lucene::analysis::PorterStemFilter ,2,2,0,0,0,8,1,0,5,79,26,9.875,119,51,14.875,-40,1,-5.0,368.143,137.492,4.2341,0.0216663,0.03853259999999999,0.170244,0.106043,3,3,0,3,1,0,1,1,14,2,16,1,0,0,2,10,4,0,0,0,0,0, 
22,org::apache::lucene::search::PhraseScorer ,2,2,0,0,0,18,3,0,8,322,120,17.8889,269,82,14.9444,53,38,2.94444,368.143,125.349,2.6029,0.026718,0.0057418,0.0681672,0.00340696,8,3,1,7,78,2,9,0,107,13,17,4,3,0,6,44,33,0,0,0,0,0, 
23,org::apache::lucene::analysis::WordlistLoader ,1,1,0,0,0,9,1,0,4,83,32,9.22222,72,29,8.0,11,32,1.22222,216.286,70.0826,7.75655,0.206158,0.013608,0.190306,0.0072202,6,1,2,4,1,0,0,0,44,2,9,0,0,0,2,18,10,0,0,0,0,0, 
24,org::apache::lucene::analysis::CharTokenizer ,3,3,0,0,0,10,0,0,6,84,27,8.4,107,51,10.7,-23,9,-2.3,349.857,198.361,5.46076,0.0423946,0.0445186,0.210853,0.12351,3,3,1,2,10,3,6,1,55,5,16,6,0,0,3,15,13,1,0,0,0,0, 
25,org::apache::lucene::benchmark::byTask::tasks::ResetSystemEraseTask ,2,2,0,0,0,4,0,0,3,52,48,13.0,60,48,15.0,-8,0,-2.0,90.5714,11.467,4.08464,0.017208,0.0105405,0.111471,0.0103927,2,4,0,2,1,0,0,2,7,2,44,0,0,0,2,4,2,0,0,0,0,0, 
26,org::apache::lucene::queryParser::surround::query::ComposedQuery ,1,1,0,0,0,3,0,0,3,8,6,2.66667,7,5,2.33333,1,1,0.333333,170.143,73.4286,3.9126,0.0091715,0.05637909999999999,0.210955,0.108084,9,2,5,4,105,4,3,1,73,15,30,3,0,0,9,64,24,0,0,0,0,0, 
27,org::apache::lucene::xmlparser::builders::SpanBuilderBase ,0,0,0,0,0,2,0,0,1,17,16,8.5,2,1,1.0,15,15,7.5,136.571,45.042,2.42975,0.0199393,0.004481100000000001,0.0606869,0.00162176,1,2,0,1,0,6,0,0,3,1,11,0,0,0,1,2,1,0,0,0,0,0, 
28,org::apache::lucene::store::Directory ,11,11,0,0,0,22,3,0,6,241,45,10.9545,128,51,5.81818,113,45,5.13636,368.143,217.232,11.9647,0.189867,0.119783,3.59951,0.218627,74,1,69,5,153,7,2,0,64,18,9,0,0,1,17,35,18,1,0,0,0,0, 
29,org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder ,1,1,0,0,0,2,0,0,2,2,1,1.0,4,3,2.0,-2,0,-1.0,53.1429,24.9286,2.24283,0.00352988,0.05558380000000001,0.176221,0.114048,4,1,1,3,1,0,0,0,34,2,10,0,0,0,2,15,5,0,0,0,0,0, 
30,org::apache::lucene::xmlparser::builders::BooleanQueryBuilder ,1,1,0,0,0,7,1,0,2,37,16,5.28571,26,12,3.71429,11,15,1.57143,136.571,35.1892,7.59491,0.0717043,0.0627134,0.301601,0.109454,11,1,2,9,3,0,1,0,56,3,10,1,0,0,2,25,10,0,0,0,0,0, 
31,org::apache::lucene::index::DocInverterPerField ,2,2,0,0,0,2,0,1,1,3,2,1.5,11,10,5.5,-8,0,-4.0,11.7143,3.14286,2.2048,0.00530609,0.0438039,0.136638,0.145088,14,2,1,13,3,0,6,0,130,3,11,2,0,4,2,35,18,3,0,0,0,0, 
32,org::apache::lucene::analysis::el::GreekLowerCaseFilter ,2,2,0,0,0,3,0,0,3,9,8,3.0,15,13,5.0,-6,0,-2.0,180.286,154.032,4.01034,0.0133112,0.08496139999999999,0.270262,0.206211,4,3,1,3,1,0,1,1,19,2,16,0,0,1,2,6,4,0,0,0,0,0, 
33,org::apache::lucene::index::ReadOnlySegmentReader ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,3,4,1,2,3,0,0,15,9,3,80,0,0,0,1,6,4,0,0,0,0,0, 
34,org::apache::lucene::search::spans::SpanNotQuery ,4,4,0,0,0,11,2,0,7,108,26,9.81818,22,8,2.0,86,22,7.81818,244.714,113.093,8.83948,0.267342,0.04286830000000001,0.271437,0.101025,11,3,4,7,66,0,2,0,144,12,44,2,0,0,12,34,21,0,0,0,0,0, 
35,org::apache::lucene::benchmark::byTask::tasks::RepSumByNameTask ,1,1,0,0,0,3,0,0,2,82,43,27.3333,46,43,15.3333,36,36,12.0,90.5714,10.3537,3.28866,0.0170226,0.00774168,0.08769760000000001,0.00527147,7,3,1,6,3,0,0,12,39,3,46,0,0,0,2,27,6,0,0,0,0,0, 
36,org::apache::lucene::index::InvertedDocEndConsumer ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,2,1,2,0,10,1,0,0,0,5,9,0,0,0,0,5,0,0,0,0,0,0, 
37,org::apache::lucene::search::highlight::SpanGradientFormatter ,1,1,0,0,0,3,0,0,3,7,6,2.33333,8,5,2.66667,-1,1,-0.333333,190.0,95.7143,4.04759,0.0130581,0.00827961,0.102943,0.00675749,4,2,0,4,1,0,2,14,35,2,15,2,0,0,2,12,6,0,0,0,0,0, 
38,org::apache::lucene::xmlparser::CoreParser ,1,1,0,0,0,9,2,0,2,60,29,6.66667,4,1,0.444444,56,28,6.22222,136.571,69.35,7.67536,0.0494495,0.06760219999999999,0.316053,0.13114,23,1,3,20,15,1,5,0,87,6,10,0,1,1,4,41,7,0,0,0,0,0, 
39,org::apache::lucene::analysis::compound::hyphenation::HyphenationException ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,20.7143,0.0,1.18716,0.00167713,0.0103756,0.0486875,0.0417474,1,1,1,0,0,0,0,0,3,1,27,0,0,0,1,1,1,0,0,0,0,0, 
40,org::apache::lucene::xmlparser::builders::FilteredQueryBuilder ,1,1,0,0,0,3,0,0,2,18,16,6.0,5,3,1.66667,13,15,4.33333,136.0,49.4048,3.81153,0.0207318,0.0566197,0.210002,0.108541,6,1,1,5,1,0,2,0,18,2,10,2,0,0,2,9,2,0,0,0,0,0, 
41,org::apache::lucene::benchmark::stats::MemUsage ,1,1,0,0,0,3,0,0,2,1,1,0.333333,2,1,0.666667,-1,0,-0.333333,99.0,0.0,2.88097,0.00120628,0.0551741,0.187772,0.108062,2,1,1,1,3,0,6,0,13,3,9,0,0,6,3,8,2,0,0,0,0,0, 
42,org::apache::lucene::index::ParallelReader ,15,15,0,0,0,22,4,1,7,413,118,18.7727,138,23,6.27273,275,113,12.5,177.857,87.8565,19.4885,0.7016100000000001,0.07168089999999999,0.563933,0.140551,10,2,3,7,325,0,9,2,267,26,58,8,0,1,20,156,67,0,0,0,0,0, 
43,org::apache::lucene::store::ChecksumIndexInput ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,34.2857,0.0,1.12713,0.00181519,0.00645093,0.0393921,0.0217025,3,2,0,3,28,0,2,0,28,8,33,0,0,2,8,18,8,0,0,0,0,0, 
44,org::apache::lucene::analysis::compound::DictionaryCompoundWordTokenFilter ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,20.7143,0.0,1.18716,0.00167713,0.0103756,0.0486875,0.0417474,2,4,0,2,1,0,0,10,36,2,24,0,0,0,1,14,12,0,0,0,0,0, 
45,org::apache::lucene::store::SingleInstanceLockFactory ,3,3,0,0,0,4,1,0,2,13,6,3.25,9,5,2.25,4,4,1.0,110.143,13.7802,4.99485,0.0137035,0.0132794,0.136452,0.0185345,3,2,2,1,3,0,1,1,13,3,13,1,0,0,3,6,3,0,0,0,0,0, 
46,org::apache::lucene::analysis::ar::ArabicNormalizationFilter ,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,3,1,0,1,1,15,2,16,0,0,0,1,8,4,0,0,0,0,0, 
47,org::apache::lucene::analysis::StopAnalyzer ,1,1,0,0,0,12,1,0,7,69,17,5.75,67,51,5.58333,2,17,0.166667,368.143,208.59,6.50047,0.0635998,0.0116065,0.159885,0.00705316,6,2,1,5,3,0,2,0,17,3,15,1,0,0,3,12,4,0,0,0,0,0, 
48,org::apache::lucene::analysis::PerFieldAnalyzerWrapper ,2,2,0,0,0,9,2,0,6,59,16,6.555560000000001,61,51,6.77778,-2,14,-0.222222,262.857,104.37,6.08433,0.09688139999999999,0.0113622,0.151484,0.00717911,3,2,2,1,15,0,2,0,30,6,15,2,0,0,6,13,9,0,0,0,0,0, 
49,org::apache::lucene::index::IndexReader ,34,34,0,0,0,95,19,2,13,1990,132,20.9474,1099,202,11.5684,891,98,9.37895,368.143,207.691,31.8654,1.82971,0.166162,1.03245,0.362861,153,1,138,16,1225,6,5,0,214,50,9,3,1,0,39,124,48,3,0,0,0,0, 
50,org::apache::lucene::wordnet::SynLookup ,0,0,0,0,0,2,0,0,2,2,1,1.0,2,1,1.0,0,0,0.0,245.286,25.0714,0.740259,0.0094905,0.000755367,0.016145,4.536569999999999e-06,9,1,0,9,1,0,0,0,78,2,9,0,0,0,2,43,13,0,0,0,0,0, 
51,org::apache::lucene::queryParser::surround::parser::QueryParserTokenManager ,0,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,170.143,0.0,1.03163,0.0042698,0.00120501,0.023183,2.18418e-05,4,1,1,3,190,0,19,26,604,20,9,2,14,7,5,103,217,0,0,0,0,0, 
52,org::apache::lucene::analysis::ngram::EdgeNGramTokenFilter ,3,3,0,0,0,3,0,0,3,20,16,6.66667,18,16,6.0,2,2,0.666667,82.1429,68.0,3.46561,0.0139708,0.03892380000000001,0.155112,0.115967,3,3,1,2,3,0,7,1,45,3,16,4,1,0,2,17,10,1,0,0,0,0, 
53,org::apache::lucene::search::ExtendedFieldCacheImpl ,3,3,0,0,0,4,0,1,2,80,59,20.0,15,11,3.75,65,48,16.25,49.0,16.5536,4.85875,0.06770330000000001,0.105557,3.41697,0.21549,3,2,1,2,6,0,5,13,9,4,35,2,0,3,3,9,3,0,0,0,0,0, 
54,org::apache::lucene::benchmark::byTask::tasks::NewRoundTask ,1,1,0,0,0,3,0,0,2,45,43,15.0,45,43,15.0,0,0,0.0,90.5714,10.9968,3.28866,0.013807,0.00774168,0.08769760000000001,0.00527147,3,2,0,3,3,0,0,2,10,3,39,0,0,0,2,6,3,0,0,0,0,0, 
55,org::apache::lucene::benchmark::byTask::stats::Points ,1,1,0,0,0,3,0,0,2,92,85,30.6667,344,258,114.667,-252,0,-84.0,90.5714,11.0512,3.28866,0.06050319999999999,0.00774168,0.08769760000000001,0.00527147,11,1,10,1,15,0,3,0,23,6,9,3,1,0,5,12,6,0,0,0,0,0, 
56,org::apache::lucene::analysis::miscellaneous::PrefixAwareTokenFilter ,2,2,0,0,0,2,0,0,2,16,15,8.0,44,43,22.0,-28,0,-14.0,14.0,6.5625,2.35699,0.026903,0.0440601,0.140911,0.148302,5,2,2,3,36,2,4,0,63,9,13,4,0,0,9,24,15,0,0,0,0,0, 
57,org::apache::lucene::queryParser::Token ,1,1,0,0,0,2,0,0,2,56,55,28.0,13,12,6.5,43,43,21.5,264.857,257.041,1.23854,0.0331713,0.0519223,0.145898,0.106899,0,1,0,0,6,0,8,0,13,4,9,0,0,8,4,5,4,0,0,0,0,0, 
58,org::apache::lucene::store::Lock ,5,5,0,0,0,20,1,0,8,184,50,9.2,165,51,8.25,19,25,0.95,366.857,165.044,9.15338,0.0710578,0.0208316,0.239519,0.0219847,13,1,10,3,3,9,3,0,29,3,9,0,0,1,3,12,8,1,0,0,0,0, 
59,org::apache::lucene::index::FreqProxTermsWriter ,2,2,0,0,0,2,0,1,1,61,60,30.5,41,40,20.5,20,20,10.0,11.7143,2.52927,1.54522,0.0346251,0.0273145,0.0891453,0.09622589999999999,14,2,0,14,45,0,3,1,229,10,16,2,1,1,2,53,43,0,0,0,0,0, 
60,org::apache::lucene::analysis::compound::hyphenation::Hyphen ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,20.7143,0.0,1.18716,0.00167713,0.0103756,0.0486875,0.0417474,2,1,0,2,1,0,3,0,19,2,18,0,0,3,1,7,6,0,0,0,0,0, 
61,org::apache::lucene::index::InvertedDocConsumerPerThread ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,2,1,2,0,6,1,0,0,0,4,9,0,0,0,0,4,0,0,0,0,0,0, 
62,org::apache::lucene::analysis::Analyzer ,2,2,0,0,0,11,1,0,8,78,28,7.090910000000001,88,51,8.0,-10,27,-0.909091,368.143,237.31,7.3729,0.08547289999999999,0.0176392,0.194196,0.0254562,50,1,50,0,15,33,1,0,12,6,9,1,0,0,4,9,4,1,0,0,0,0, 
63,org::apache::lucene::xmlparser::builders::LikeThisQueryBuilder ,2,2,0,0,0,6,0,0,3,64,38,10.6667,10,5,1.66667,54,38,9.0,136.571,36.9531,7.365589999999999,0.138294,0.0933122,0.361464,0.212374,12,1,1,11,1,0,5,0,58,2,10,1,0,4,2,29,10,0,0,0,0,0, 
64,org::apache::lucene::xmlparser::builders::RangeFilterBuilder ,1,1,0,0,0,3,0,0,2,18,16,6.0,5,3,1.66667,13,15,4.33333,136.571,49.9444,3.66829,0.0219196,0.0564034,0.206585,0.108521,3,1,1,2,1,0,0,0,10,2,10,0,0,0,2,6,1,0,0,0,0,0, 
65,org::tartarus::snowball::ext::LovinsStemmer ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,1,2,0,1,561,0,4,6,1501,34,35,4,33,0,1,137,262,0,0,0,0,0, 
66,org::apache::lucene::util::UnicodeUtil ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,28.0,0.0,0.9074469999999999,0.00157841,0.00633487,0.0340785,0.0239308,8,1,6,2,1,0,9,0,115,2,9,4,0,0,2,7,20,0,0,0,0,0, 
67,org::apache::lucene::document::NumberTools ,1,1,0,0,0,5,1,0,5,13,6,2.6,12,5,2.4,1,1,0.2,202.143,59.011,2.83909,0.00755549,0.00795341,0.07883860000000001,0.011542,6,1,1,5,1,0,6,0,51,2,9,3,0,0,2,19,10,0,0,0,0,0, 
68,org::apache::lucene::search::ExactPhraseScorer ,2,2,0,0,0,10,1,0,7,39,13,3.9,75,51,7.5,-36,3,-3.6,368.143,182.044,2.6029,0.0168352,0.0057418,0.0681672,0.00340696,5,4,2,3,1,0,0,5,28,2,27,0,0,0,0,9,7,0,0,0,0,0, 
69,org::apache::lucene::store::FSDirectory ,30,30,0,0,0,81,15,1,10,1262,128,15.5802,890,108,10.9877,372,51,4.59259,368.143,204.577,27.817,1.41357,0.146834,0.914975,0.314159,1,2,1,0,1,3,4,2,6,2,27,3,0,0,2,2,2,5,0,0,0,0, 
70,org::apache::lucene::ant::TextDocument ,0,0,0,0,0,2,1,0,1,2,1,1.0,2,1,1.0,0,0,0.0,325.857,39.7857,0.0,0.0,0.0,0.0,0.0,6,1,2,4,3,0,1,0,31,3,9,1,0,0,3,19,4,0,0,0,0,0, 
71,org::apache::lucene::xmlparser::builders::SpanNotBuilder ,0,0,0,0,0,3,0,0,1,25,16,8.33333,22,20,7.33333,3,15,1.0,136.571,30.8114,2.99495,0.0431902,0.00530023,0.0740352,0.00168471,5,3,1,4,1,0,1,0,19,2,12,0,0,1,2,8,2,0,0,0,0,0, 
72,org::apache::lucene::store::instantiated::InstantiatedIndexReader ,3,3,0,0,0,4,0,0,2,122,119,30.5,60,57,15.0,62,62,15.5,29.8571,15.2482,2.62836,0.142628,0.06583460000000001,0.206049,0.160434,16,2,5,14,276,0,4,2,174,24,58,4,0,0,19,123,64,1,0,0,0,0, 
73,org::tartarus::snowball::ext::PortugueseStemmer ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,1,2,0,1,66,0,13,6,866,12,35,13,11,0,1,92,155,0,0,0,0,0, 
74,org::apache::lucene::util::CloseableThreadLocal ,2,2,0,0,0,2,0,0,1,15,14,7.5,6,5,3.0,9,9,4.5,3.42857,0.266667,1.23854,0.010397,0.0519223,0.145898,0.106899,5,1,4,1,6,1,2,0,43,4,9,2,0,0,3,18,8,0,0,0,0,0, 
75,org::apache::lucene::index::FormatPostingsTermsWriter ,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,3,10,0,8,1,30,5,11,0,0,8,0,11,6,0,0,0,0,0, 
76,org::apache::lucene::index::MergeScheduler ,6,6,0,0,0,4,0,0,1,10,5,2.5,7,3,1.75,3,3,0.75,55.1429,12.7143,3.38172,0.0124765,0.0152197,0.108803,0.0408162,1,1,1,0,1,3,0,0,0,2,9,0,0,0,0,2,0,0,0,0,0,0, 
77,org::apache::lucene::index::TermInfo ,0,0,0,0,0,4,0,0,3,29,13,7.25,61,51,15.25,-32,5,-8.0,368.143,152.256,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,2,1,2,0,1,0,4,0,12,2,9,0,0,4,0,2,2,0,0,0,0,0, 
78,org::apache::lucene::search::ComplexExplanation ,3,3,0,0,0,5,2,0,5,11,6,2.2,11,5,2.2,0,1,0.0,119.286,47.7403,5.15836,0.0132306,0.0217915,0.158272,0.06038909999999999,12,2,10,2,10,0,1,0,20,5,29,1,0,0,4,14,8,0,0,0,0,0, 
79,org::apache::lucene::search::DocIdSetIterator ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,35.5714,0.0,1.17515,0.000669115,0.00634538,0.0402517,0.0203787,26,1,26,0,6,4,0,0,0,4,9,0,0,0,4,4,0,0,0,0,0,0, 
80,org::apache::lucene::store::db::DbDirectory ,0,0,0,0,0,3,0,0,1,3,1,1.0,3,1,1.0,0,0,0.0,247.0,24.2381,1.43177,0.0129918,0.00146826,0.0312605,9.22005e-06,9,2,1,8,91,0,5,2,102,14,27,0,0,0,14,63,21,0,0,0,0,0, 
81,org::apache::lucene::search::CheckHits ,0,0,0,0,0,3,0,0,2,3,1,1.0,3,1,1.0,0,0,0.0,200.429,44.8571,1.45008,0.00310247,0.00214814,0.0344245,0.00018773,20,1,12,10,45,0,1,0,214,10,9,0,0,1,10,105,46,0,0,0,0,0, 
82,org::apache::lucene::index::Term ,2,2,0,0,0,14,3,0,8,73,13,5.21429,73,51,5.21429,0,11,0.0,368.143,194.02,7.017639999999999,0.0477485,0.0418079,0.233481,0.103884,74,1,72,2,45,0,2,0,37,10,18,0,1,2,7,18,16,0,0,0,0,0, 
83,org::apache::lucene::demo::SearchFiles ,2,2,0,0,0,13,2,0,8,338,151,26.0,174,51,13.3846,164,111,12.6154,349.571,231.055,7.70696,0.0988963,0.0235861,0.212649,0.0547781,12,1,0,12,6,0,0,0,206,4,9,0,1,0,3,78,47,0,0,0,0,0, 
84,org::apache::lucene::demo::html::ParseException ,2,2,0,0,0,3,1,0,2,8,6,2.66667,8,6,2.66667,0,0,0.0,264.857,220.839,2.76873,0.00606085,0.037311,0.137154,0.113602,4,1,1,3,3,0,5,0,87,3,27,0,0,3,2,28,24,0,0,0,0,0, 
