,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
10,org::osgi::framework::ServicePermission ,3,3,0,0,0,13,1,0,4,1117,492,85.9231,1187,520,91.3077,-70,8,-5.38462,239.143,62.685,6.44925,0.157973,0.0108567,0.156537,0.00528038,7,1,1,7,45,0,9,0,77,10,33,6,3,0,5,29,22,1,0,0,0,0, 
11,org::eclipse::osgi::framework::internal::core::FrameworkProperties ,1,0,0,0,0,3,0,1,2,1,1,0.333333,1,1,0.333333,0,0,0.0,127.143,10.4286,1.27192,0.00403564,0.00217381,0.0312557,0.000404701,22,1,18,4,6,0,2,0,24,4,7,2,0,0,4,17,8,0,0,0,0,0, 
12,nativetest::d::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4,1,0,0,0,8,2,9,0,0,0,2,8,2,0,0,0,0,0, 
13,substitutes::y::Ay ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
14,org::eclipse::osgi::framework::internal::core::ConsoleMsg ,4,4,0,0,0,10,0,0,5,206,169,20.6,83,36,8.3,123,133,12.3,239.143,68.6332,4.843719999999999,0.160196,0.0123027,0.130076,0.0170805,0,2,0,0,0,0,138,3,0,0,12,1,0,137,0,0,0,0,0,0,0,0, 
15,substitutes::x::Kx ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
16,org::eclipse::equinox::launcher::Main ,29,27,4,2,1,44,3,0,3,2587,2021,58.7955,2332,2011,53.0,255,65,5.79545,81.1429,32.9348,15.3228,1.77892,0.07591160000000001,0.503466,0.22302,40,1,3,37,2016,1,111,0,1805,64,7,82,47,2,3,836,410,3,0,1,0,0, 
17,nativetest::b2::Activator ,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4,1,0,0,0,9,2,9,0,0,0,2,8,2,0,0,0,0,0, 
18,org::eclipse::osgi::internal::baseadaptor::DefaultClassLoader ,4,4,1,1,0,8,0,0,1,499,237,62.375,19,10,2.375,480,237,60.0,125.857,3.11451,7.7601,0.231255,0.0191814,0.206167,0.0277314,12,2,1,11,190,0,6,0,120,20,42,2,0,0,17,54,38,0,0,0,0,0, 
19,org::eclipse::osgi::framework::internal::core::StartLevelEvent ,1,1,1,1,0,9,1,1,6,74,49,8.22222,102,50,11.3333,-28,0,-3.11111,239.143,12.5,3.36934,0.0233368,0.00504088,0.0799243,0.000804404,1,1,1,0,6,0,6,0,15,4,15,4,0,0,4,4,4,0,0,0,0,0, 
20,org::eclipse::equinox::internal::launcher::Constants ,1,1,0,0,0,2,0,0,1,7,7,3.5,1,1,0.5,6,6,3.0,81.0,14.0,1.05668,0.0126795,0.00315071,0.030079,0.00408372,0,1,0,0,0,0,25,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0, 
21,org::eclipse::osgi::tests::appadmin::SimpleApp ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,39.7143,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,2,0,30,2,7,2,0,0,2,10,5,0,0,0,0,0, 
22,org::eclipse::core::runtime::internal::stats::StatsManager ,2,2,0,0,0,7,0,0,1,123,55,17.5714,23,10,3.28571,100,54,14.2857,162.143,40.2032,6.79581,0.058801,0.0223176,0.19012,0.056106,17,1,3,16,210,0,19,8,149,21,14,11,3,7,18,108,38,0,0,0,0,0, 
23,org::eclipse::osgi::baseadaptor::bundlefile::DirZipBundleEntry ,2,2,0,0,0,5,0,0,1,150,73,30.0,3,3,0.6,147,73,29.4,125.857,0.797143,4.042759999999999,0.0425374,0.00680523,0.0989508,0.0012324,3,2,1,3,21,0,2,1,32,7,15,1,0,1,7,14,9,0,0,0,0,0, 
24,org::eclipse::osgi::framework::internal::core::BundlePermissionCollection ,1,1,0,0,0,9,1,1,6,29,8,3.22222,28,9,3.11111,1,5,0.111111,239.143,76.4384,4.64163,0.0354026,0.0100626,0.117441,0.0184328,2,1,2,0,0,2,1,0,0,1,19,1,0,0,0,1,0,0,0,0,0,0, 
25,org::eclipse::osgi::util::TextProcessor ,6,6,1,0,0,7,0,0,1,265,195,37.8571,148,100,21.1429,117,95,16.7143,124.714,40.4232,6.455480000000001,0.7052609999999999,0.05010530000000001,0.243324,0.153757,5,1,2,3,15,0,10,0,114,6,7,10,3,0,3,36,34,1,0,0,0,0, 
26,org::eclipse::osgi::framework::internal::core::DependentPolicy ,3,3,0,0,0,4,0,0,2,28,17,7.0,28,18,7.0,0,9,0.0,163.0,58.2398,4.27148,0.09422589999999999,0.00837626,0.108468,0.00348376,5,1,1,4,15,1,3,0,83,6,10,0,2,3,4,35,24,1,0,0,0,0, 
27,org::eclipse::osgi::internal::resolver::GenericSpecificationImpl ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,118.714,0.0,0.0,0.0,0.0,0.0,0.0,12,3,4,8,91,0,4,2,65,14,47,4,0,0,9,35,31,2,0,0,0,0, 
28,org::eclipse::osgi::tests::services::resolver::SimplePlatformAdmin ,1,1,0,0,0,2,0,0,2,1,1,0.5,2,2,1.0,-1,0,-0.5,159.714,34.8571,1.45568,0.00105933,0.00233034,0.0352055,0.000311875,2,2,0,2,0,0,0,7,4,1,38,0,0,0,1,3,1,0,0,0,0,0, 
29,org::eclipse::core::runtime::internal::adaptor::Locker_JavaNio ,3,3,0,0,0,7,0,1,3,13,8,1.85714,21,9,3.0,-8,0,-1.14286,162.143,36.5934,5.03827,0.0493392,0.00823914,0.122427,0.00133874,6,1,1,5,6,0,3,0,73,4,10,3,0,0,4,20,10,0,0,0,0,0, 
30,thread::locktest::Class1 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0, 
31,legacy::lazystart::b::excluded::b::BBExcluded ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0, 
32,org::eclipse::osgi::internal::signedcontent::PKCS7DateParser ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,27,2,7,0,1,0,0,15,6,0,0,0,0,0, 
33,chain::test::d::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,0,0,0,0, 
34,substitutes::y::Ny ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
35,osgi::lazystart::LazySimple ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,0,0,0,0, 
36,substitutes::x::Ix ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
37,org::eclipse::osgi::internal::module::ResolverExport ,5,5,0,0,0,13,2,0,3,316,122,24.3077,147,94,11.3077,169,122,13.0,180.0,7.316910000000001,8.71607,0.108434,0.0156006,0.212541,0.0168249,5,2,4,1,15,0,1,1,19,6,16,1,0,0,2,11,6,0,0,0,0,0, 
38,org::eclipse::osgi::internal::resolver::StateObjectFactoryImpl ,16,16,1,0,0,37,7,0,7,599,79,16.1892,302,73,8.16216,297,76,8.02703,239.143,80.1037,16.4888,0.270134,0.0494513,0.45383,0.113984,30,1,1,29,210,0,0,1,221,21,19,0,5,0,16,177,46,0,0,0,0,0, 
39,org::eclipse::osgi::framework::internal::core::StartLevelManager ,14,14,2,0,1,32,3,1,6,546,125,17.0625,546,122,17.0625,0,41,0.0,218.714,75.8618,16.8929,0.722831,0.0554018,0.472266,0.124749,26,1,6,21,406,0,8,0,430,29,23,3,8,0,11,199,109,4,0,0,0,0, 
40,org::eclipse::core::runtime::internal::adaptor::EclipseAppLauncher ,6,4,1,0,0,9,0,0,1,51,19,5.66667,16,4,1.77778,35,19,3.88889,136.143,62.4594,7.438560000000001,0.102111,0.032853,0.229765,0.0922434,13,1,1,12,21,0,8,0,100,7,9,8,2,0,5,45,30,0,0,0,0,0, 
41,org::eclipse::osgi::framework::internal::core::Msg ,7,7,0,0,0,18,0,0,5,143,93,7.944439999999999,84,34,4.66667,59,59,3.27778,239.143,80.2717,10.0342,0.126347,0.033086,0.282877,0.0771027,0,2,0,0,0,0,62,3,0,0,12,1,0,61,0,0,0,1,0,0,0,0, 
42,org::eclipse::osgi::internal::resolver::BundleDescriptionImpl ,24,22,4,2,0,55,6,0,6,1135,308,20.6364,509,110,9.254539999999999,626,198,11.3818,239.143,73.7424,21.7572,0.4274060000000001,0.058311,0.579346,0.123561,24,2,9,17,2775,0,26,0,425,75,48,11,2,0,35,180,147,3,0,0,0,0, 
43,org::eclipse::core::runtime::internal::adaptor::Locker_JavaIo ,2,1,0,0,0,4,0,0,1,20,18,5.0,4,2,1.0,16,16,4.0,162.143,114.014,3.20237,0.0530391,0.010063,0.0911809,0.020623,3,1,1,2,6,0,2,0,44,4,10,2,0,0,4,14,9,0,0,0,0,0, 
44,org::eclipse::osgi::internal::resolver::StateMsg ,8,8,0,0,0,15,2,0,5,59,15,3.93333,53,35,3.53333,6,8,0.4,230.857,82.6053,10.6126,0.0751567,0.0403509,0.31044,0.118848,0,2,0,0,0,0,22,3,0,0,12,1,0,21,0,0,0,1,0,0,0,0, 
45,org::eclipse::osgi::framework::internal::core::BundleSource ,0,0,0,0,0,6,0,0,5,20,12,3.33333,24,16,4.0,-4,0,-0.666667,239.143,29.4929,3.36934,0.0233368,0.00504088,0.0799243,0.000804404,0,1,0,0,3,0,1,2,10,3,13,1,0,0,2,3,3,0,0,0,0,0, 
46,org::eclipse::osgi::storagemanager::StorageManager ,3,3,0,0,0,11,2,0,2,210,131,19.0909,171,121,15.5455,39,32,3.54545,127.857,7.572789999999999,5.51058,0.240665,0.030961,0.182549,0.08743,21,1,6,16,378,0,22,0,503,28,7,22,13,0,13,252,122,1,1,0,0,0, 
47,org::osgi::framework::FrameworkEvent ,3,3,0,0,0,17,2,0,4,499,201,29.3529,437,166,25.7059,62,35,3.64706,239.143,66.2665,7.55192,0.127693,0.0121468,0.181326,0.00530405,10,1,10,0,6,0,10,0,15,4,15,3,0,0,4,4,4,2,0,0,0,0, 
48,org::eclipse::osgi::internal::resolver::StateDeltaImpl ,4,4,0,0,0,18,4,0,6,196,49,10.8889,147,38,8.16667,49,20,2.72222,239.143,44.8418,8.38997,0.052113,0.025207,0.228558,0.0604196,5,1,2,3,36,0,2,0,95,9,9,2,0,0,3,57,28,1,0,0,0,0, 
49,org::eclipse::osgi::framework::internal::core::SystemBundleActivator ,2,2,0,0,0,17,2,1,6,112,70,6.588239999999999,135,86,7.94118,-23,4,-1.35294,239.143,24.6786,5.576230000000001,0.0240805,0.00947894,0.134134,0.0101834,7,1,0,7,6,0,8,0,55,4,9,0,0,0,3,30,14,1,0,0,0,0, 
50,org::eclipse::osgi::framework::internal::core::AliasMapper ,2,2,1,0,0,10,2,0,5,175,131,17.5,222,174,22.2,-47,6,-4.7,239.143,9.99592,4.89304,0.024276,0.00691095,0.11455,0.000853177,9,1,2,7,6,0,2,0,98,4,7,2,0,0,3,36,22,0,0,0,0,0, 
51,org::eclipse::osgi::baseadaptor::bundlefile::DirBundleFile ,3,3,0,0,0,6,0,0,1,249,113,41.5,36,33,6.0,213,113,35.5,125.857,4.91394,5.00534,0.07541360000000001,0.00951747,0.125917,0.00429287,6,2,1,5,21,0,0,3,62,7,20,0,0,0,7,29,14,0,0,0,0,0, 
52,legacy::lazystart::b::excluded::a::BAExcluded ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0, 
53,substitutes::y::Ly ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
54,org::eclipse::osgi::framework::internal::reliablefile::ReliableFileOutputStream ,3,3,0,0,0,13,3,1,7,204,102,15.6923,160,118,12.3077,44,40,3.38462,239.143,28.458,5.635359999999999,0.0525932,0.00834157,0.133442,0.00113745,6,1,1,5,10,0,3,1,54,5,27,3,1,0,4,22,10,0,0,0,0,0, 
55,org::eclipse::osgi::internal::module::VersionHashMap ,5,5,0,0,0,13,0,0,3,415,162,31.9231,149,126,11.4615,266,162,20.4615,180.0,8.47401,11.4018,0.137771,0.0302431,0.302681,0.0592573,9,2,2,8,21,0,1,1,63,7,13,1,1,0,4,41,28,2,0,0,0,0, 
56,org::eclipse::osgi::framework::internal::core::MultiSourcePackage ,5,5,0,0,0,14,0,0,6,139,33,9.92857,70,20,5.0,69,25,4.92857,239.143,64.4224,6.46017,0.0378043,0.0106805,0.156226,0.00442143,2,2,1,2,10,0,1,1,31,5,22,0,0,1,4,9,10,1,0,0,0,0, 
57,org::eclipse::osgi::internal::provisional::service::security::AuthorizationEvent ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5,0,10,0,6,0,18,5,7,4,0,0,5,5,5,0,0,0,0,0, 
58,org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider ,9,7,0,0,0,13,0,1,2,175,118,13.4615,90,32,6.923080000000001,85,107,6.53846,162.143,117.165,10.3796,0.429172,0.0368341,0.30198,0.0923593,17,1,1,16,45,0,3,0,188,10,8,3,4,0,6,115,37,0,0,0,0,0, 
59,org::eclipse::core::runtime::internal::stats::BundleStats ,1,1,0,0,0,2,0,0,1,2,2,1.0,2,2,1.0,0,0,0.0,162.143,51.1429,1.80545,0.0204604,0.00325359,0.0449517,0.0007769910000000001,3,1,1,2,231,0,11,0,73,22,7,8,0,3,14,28,26,0,0,0,0,0, 
60,legacy::lazystart::FalseExceptionLegacy2 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,0,0,0,0, 
61,org::osgi::service::permissionadmin::PermissionInfo ,3,3,0,0,0,16,2,0,4,1064,372,66.5,1148,441,71.75,-84,38,-5.25,239.143,67.3051,7.23572,0.245985,0.0100229,0.168448,0.00159788,7,1,3,4,45,0,3,0,217,10,7,3,2,0,8,55,57,1,0,0,0,0, 
62,org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList ,4,4,2,2,0,12,1,0,1,436,142,36.3333,48,29,4.0,388,142,32.3333,125.857,15.2654,10.1322,0.393707,0.0430045,0.308139,0.103594,7,1,2,5,55,0,11,0,125,11,8,11,3,0,8,36,33,1,0,0,0,0, 
63,org::eclipse::core::runtime::internal::adaptor::PluginParser ,4,4,0,0,0,10,0,0,2,35,7,3.5,23,5,2.3,12,7,1.2,162.143,32.0939,8.19537,0.0595996,0.0233627,0.219499,0.05553110000000001,16,1,2,14,435,0,20,62,403,30,35,17,2,3,27,219,107,1,0,0,0,0, 
64,osgi::lazystart::c::excluded::b::CBExcluded ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0, 
65,org::eclipse::osgi::tests::bundles::BundleInstaller ,6,6,1,1,0,6,0,0,1,78,29,13.0,16,11,2.66667,62,28,10.3333,85.1429,45.7198,3.66794,0.242556,0.0240648,0.133375,0.0823985,19,1,9,10,66,0,7,0,155,12,7,7,0,0,12,83,30,3,0,0,0,0, 
66,substitutes::y::Jy ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
67,host::multiple::exports::PublicClass2 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
68,org::eclipse::osgi::internal::resolver::VersionConstraintImpl ,2,2,0,0,0,14,1,0,5,114,42,8.14286,148,41,10.5714,-34,19,-2.42857,239.143,52.2932,4.23984,0.050055,0.0233466,0.137633,0.0831489,14,2,11,4,45,5,4,0,36,10,20,4,0,0,6,15,13,1,0,0,0,0, 
69,org::eclipse::osgi::framework::eventmgr::EventThread ,1,1,0,0,0,9,1,0,5,194,140,21.5556,204,161,22.6667,-10,13,-1.11111,239.143,22.2452,1.56389,0.00383528,0.00178729,0.0349726,2.74126e-05,5,1,2,4,15,0,4,0,70,6,27,4,2,0,1,16,16,0,0,0,0,0, 
70,legacy::lazystart::SimpleLegacy ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,0,0,0,0, 
71,org::eclipse::osgi::internal::signedcontent::Base64 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,3,0,2,0,153,3,7,1,0,1,2,7,28,0,0,0,0,0, 
72,org::eclipse::osgi::internal::baseadaptor::BasePermissionStorage ,1,1,0,0,0,3,0,0,1,166,83,55.3333,0,0,0.0,166,83,55.3333,125.857,0.5,1.5526,0.0130683,0.0024648,0.0374733,0.00031645,2,1,1,2,28,0,5,0,49,8,12,5,0,0,7,21,13,0,0,0,0,0, 
73,host::multiple::exports::PrivateClass2 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
74,org::eclipse::osgi::framework::internal::core::ServiceRegistryImpl ,2,1,0,0,0,3,0,0,1,7,5,2.33333,7,5,2.33333,0,0,0.0,162.143,56.9592,2.66716,0.03708640000000001,0.00493033,0.06682410000000001,0.00133571,2,1,1,1,15,0,3,0,110,6,11,0,0,0,6,37,17,1,0,0,0,0, 
75,org::eclipse::core::runtime::internal::stats::ResourceBundleStats ,1,1,0,0,0,2,0,0,1,2,2,1.0,2,2,1.0,0,0,0.0,162.143,51.1429,1.80545,0.0204604,0.00325359,0.0449517,0.0007769910000000001,4,1,0,4,55,0,7,0,56,11,7,7,2,0,9,26,13,0,0,0,0,0, 
76,org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook ,5,4,2,0,0,12,2,0,1,569,264,47.4167,111,47,9.25,458,264,38.1667,125.714,4.5059,8.37205,0.335622,0.0527692,0.290368,0.136551,16,1,0,16,78,0,4,0,180,13,14,4,5,0,8,101,57,0,0,0,0,0, 
77,org::eclipse::osgi::internal::signedcontent::SignedContentImpl ,2,2,0,0,0,2,0,0,1,9,9,4.5,3,3,1.5,6,6,3.0,27.2857,16.4286,1.00337,0.0333408,0.0184252,0.059163,0.0641151,13,1,7,6,91,0,6,0,86,14,14,4,1,1,8,43,33,0,0,0,0,0, 
78,org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry ,2,2,0,0,0,7,0,0,1,219,79,31.2857,5,2,0.714286,214,79,30.5714,125.857,2.44749,5.32311,0.05494159999999999,0.0203139,0.155851,0.0560013,12,1,10,2,28,4,1,0,49,8,7,0,0,0,8,18,11,0,0,0,0,0, 
79,org::eclipse::osgi::internal::module::ResolverImpl ,58,57,11,4,0,96,12,0,3,4201,1063,43.7604,1315,360,13.6979,2886,1063,30.0625,180.0,42.1587,36.0219,2.67075,0.107839,0.993943,0.221266,39,1,5,38,2016,0,32,0,1543,64,17,25,49,7,11,1009,534,3,0,0,0,0, 
80,osgi::lazystart::c::excluded::a::CAExcluded ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0, 
81,nativetest::c::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4,1,0,0,0,8,2,9,0,0,0,2,8,2,0,0,0,0,0, 
82,org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler ,2,1,0,0,0,4,0,0,1,7,3,1.75,15,7,3.75,-8,0,-2.0,124.286,76.8163,3.61726,0.0523871,0.0149135,0.111739,0.0415065,10,1,1,10,66,0,14,0,173,12,16,14,1,0,1,121,23,0,0,0,0,0, 
83,org::eclipse::osgi::service::resolver::DisabledInfo ,3,3,0,0,0,4,0,0,1,4,2,1.0,3,2,0.75,1,1,0.25,34.8571,20.5714,1.782,0.0263727,0.0242588,0.0892005,0.08675419999999999,11,1,9,2,10,0,3,0,28,5,7,3,0,0,5,11,13,2,1,0,0,0, 
84,substitutes::q::AFq ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
