,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
54,org::eclipse::jdt::internal::core::JavaModelInfo , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
55,org::eclipse::jdt::core::dom::MethodDeclaration , 15 , 13 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
56,org::eclipse::jdt::internal::core::search::matching::AndPattern , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
57,org::eclipse::jdt::internal::eval::CodeSnippetSuperReference , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
58,org::eclipse::jdt::internal::core::search::matching::OrPattern , 6 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
59,org::eclipse::jdt::internal::core::util::HashSetOfArray , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
60,org::eclipse::jdt::internal::core::util::ClassFileStruct , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
61,org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleTypeReference , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
62,org::eclipse::jdt::internal::compiler::env::AccessRuleSet , 9 , 8 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
63,org::eclipse::jdt::internal::core::search::indexing::IndexAllProject , 10 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
64,org::eclipse::jdt::internal::compiler::codegen::ObjectCache , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
65,org::eclipse::jdt::internal::core::util::ClassFileAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
66,org::eclipse::jdt::internal::compiler::ast::ForeachStatement , 24 , 21 , 2 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
67,org::eclipse::jdt::core::dom::NodeEventHandler , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
68,org::eclipse::jdt::internal::eval::CodeSnippetClassFile , 12 , 10 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
69,org::eclipse::jdt::internal::compiler::flow::FinallyFlowContext , 8 , 8 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
70,org::eclipse::jdt::internal::compiler::SourceJavadocParser , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
71,org::eclipse::jdt::internal::compiler::lookup::UnresolvedReferenceBinding , 7 , 7 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
72,org::eclipse::jdt::internal::core::CreateImportOperation , 8 , 8 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
73,org::eclipse::jdt::internal::core::builder::ReferenceCollection , 6 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
74,org::eclipse::jdt::internal::compiler::ast::InstanceOfExpression , 13 , 13 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
75,org::eclipse::jdt::core::dom::NodeSearcher , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
76,org::eclipse::jdt::internal::core::util::AnnotationComponent , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
77,org::eclipse::jdt::core::dom::BreakStatement , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
78,org::eclipse::jdt::internal::core::ASTHolderCUInfo , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
79,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodReturnType , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
80,org::eclipse::jdt::internal::compiler::ast::ImportReference , 2 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
81,org::eclipse::jdt::internal::core::builder::ClasspathJar , 7 , 7 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
82,org::eclipse::jdt::internal::eval::VariablesInfo , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
83,org::eclipse::jdt::internal::core::DeleteResourceElementsOperation , 10 , 9 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
84,org::eclipse::jdt::internal::core::InternalNamingConventions , 9 , 6 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
85,org::eclipse::jdt::internal::core::search::IndexQueryRequestor , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
86,org::eclipse::jdt::internal::compiler::flow::SwitchFlowContext , 5 , 4 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
87,org::eclipse::jdt::core::dom::LineComment , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
88,org::eclipse::jdt::internal::compiler::ast::JavadocSingleNameReference , 10 , 8 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
89,org::eclipse::jdt::internal::compiler::ast::SubRoutineStatement , 10 , 10 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
90,org::eclipse::jdt::internal::compiler::ProcessTaskManager , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
91,org::eclipse::jdt::core::dom::SwitchStatement , 9 , 8 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
92,org::eclipse::jdt::internal::core::search::matching::SuperTypeReferenceLocator , 4 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
93,org::eclipse::jdt::internal::core::SourceMethod , 17 , 16 , 2 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 
94,org::eclipse::jdt::internal::core::hierarchy::IndexBasedHierarchyBuilder , 33 , 32 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
95,org::eclipse::jdt::internal::core::util::CommentRecorderScanner , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
96,org::eclipse::jdt::internal::core::util::StackMapAttribute , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
97,org::eclipse::jdt::core::dom::SuperMethodInvocation , 11 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
98,org::eclipse::jdt::internal::codeassist::complete::CompletionOnExplicitConstructorCall , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
99,org::eclipse::jdt::internal::formatter::old::CodeFormatter , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
100,org::eclipse::jdt::internal::compiler::lookup::CaptureBinding , 20 , 19 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 
101,org::eclipse::jdt::internal::compiler::lookup::ParameterizedMethodBinding , 14 , 14 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
102,org::eclipse::jdt::internal::compiler::ast::FieldDeclaration , 41 , 37 , 4 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 
103,org::eclipse::jdt::internal::compiler::lookup::InferenceContext , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
104,org::eclipse::jdt::core::dom::AssertStatement , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
105,org::eclipse::jdt::internal::core::search::matching::PackageDeclarationPattern , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
106,org::eclipse::jdt::core::dom::InternalASTRewrite , 3 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
107,org::eclipse::jdt::internal::compiler::classfmt::ClassFileReader , 27 , 25 , 4 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
108,org::eclipse::jdt::internal::core::search::JavaSearchParticipant , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
109,org::eclipse::jdt::internal::core::ImportContainer , 8 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
110,org::eclipse::jdt::core::dom::TypeParameter , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
111,org::eclipse::jdt::internal::compiler::env::NameEnvironmentAnswer , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
112,org::eclipse::jdt::core::CompletionContext , 14 , 9 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
113,org::eclipse::jdt::internal::core::index::EntryResult , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
114,org::eclipse::jdt::internal::compiler::problem::AbortCompilation , 8 , 7 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
115,org::eclipse::jdt::core::dom::SynchronizedStatement , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
116,org::eclipse::jdt::core::dom::DefaultCommentMapper , 24 , 22 , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 
117,org::eclipse::jdt::internal::core::util::EnclosingMethodAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
118,org::eclipse::jdt::internal::compiler::ast::ArrayInitializer , 17 , 15 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 
119,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberValueName , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
120,org::eclipse::jdt::internal::compiler::impl::ShortConstant , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
121,org::eclipse::jdt::internal::core::search::matching::OrLocator , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
122,org::eclipse::jdt::internal::core::OpenableElementInfo , 1 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
123,org::eclipse::jdt::internal::compiler::ast::IntLiteralMinValue , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
124,org::eclipse::jdt::internal::core::search::matching::AndLocator , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
125,org::eclipse::jdt::internal::compiler::codegen::CharArrayCache , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
126,org::eclipse::jdt::internal::core::search::matching::MethodLocator , 57 , 52 , 6 , 1 , 4 , 3 , 0 , 0 , 0 , 0 , 
127,org::eclipse::jdt::core::BufferChangedEvent , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
128,org::eclipse::jdt::internal::core::NullBuffer , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
129,org::eclipse::jdt::core::dom::ReturnStatement , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
130,org::eclipse::jdt::internal::core::CopyPackageFragmentRootOperation , 12 , 10 , 3 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
131,org::eclipse::jdt::internal::core::MultiOperation , 3 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
132,org::eclipse::jdt::internal::core::ProjectReferenceChange , 3 , 3 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
133,org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
134,org::eclipse::jdt::internal::core::search::processing::JobManager , 16 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
135,org::eclipse::jdt::internal::core::search::matching::MemberDeclarationVisitor , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
136,org::eclipse::jdt::core::dom::SimpleName , 13 , 11 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
137,org::eclipse::jdt::internal::eval::CodeSnippetToCuMapper , 17 , 15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
138,org::eclipse::jdt::internal::core::builder::JavaBuilder , 31 , 26 , 5 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 
139,org::eclipse::jdt::core::dom::AnnotationTypeDeclaration , 6 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
140,org::eclipse::jdt::internal::compiler::util::SimpleNameVector , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
141,org::eclipse::jdt::internal::core::SearchableEnvironment , 27 , 20 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
142,org::eclipse::jdt::core::dom::LabeledStatement , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
143,org::eclipse::jdt::internal::core::search::AbstractSearchScope , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
144,org::eclipse::jdt::internal::core::hierarchy::HierarchyBuilder , 12 , 11 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
145,org::eclipse::jdt::internal::compiler::ast::Argument , 13 , 11 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
146,org::eclipse::jdt::internal::codeassist::MissingTypesGuesser , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
147,org::eclipse::jdt::internal::core::util::JavaElementFinder , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
148,org::eclipse::jdt::internal::compiler::flow::ConditionalFlowInfo , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
149,org::eclipse::jdt::internal::core::search::JavaWorkspaceScope , 8 , 8 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
150,org::eclipse::jdt::internal::core::MoveResourceElementsOperation , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
151,org::eclipse::jdt::internal::core::BatchInitializationMonitor , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
152,org::eclipse::jdt::internal::compiler::util::Util , 25 , 21 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 
153,org::eclipse::jdt::internal::core::CancelableProblemFactory , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
154,org::eclipse::jdt::internal::core::LocalVariable , 13 , 10 , 2 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
155,org::eclipse::jdt::internal::compiler::ast::MethodDeclaration , 17 , 14 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 
156,org::eclipse::jdt::internal::core::ResolvedBinaryType , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
157,org::eclipse::jdt::internal::compiler::lookup::InnerEmulationDependency , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
158,org::eclipse::jdt::internal::core::CreateTypeOperation , 7 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
159,org::eclipse::jdt::internal::core::hierarchy::RegionBasedHierarchyBuilder , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
160,org::eclipse::jdt::internal::core::util::PublicScanner , 43 , 39 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
161,org::eclipse::jdt::internal::compiler::ast::Block , 5 , 5 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
162,org::eclipse::jdt::internal::core::search::matching::MatchLocator , 135 , 118 , 9 , 1 , 9 , 5 , 0 , 1 , 0 , 0 , 
163,org::eclipse::jdt::internal::compiler::ast::ExplicitConstructorCall , 21 , 19 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 
164,org::eclipse::jdt::core::dom::SimpleType , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
165,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter , 8 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
166,org::eclipse::jdt::internal::core::builder::ProblemFactory , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
167,org::eclipse::jdt::internal::core::ExternalFolderChange , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
168,org::eclipse::jdt::internal::compiler::ClassFilePool , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
169,org::eclipse::jdt::internal::core::hierarchy::HierarchyType , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
170,org::eclipse::jdt::internal::compiler::batch::Main , 117 , 80 , 5 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 
171,org::eclipse::jdt::internal::compiler::ast::CombinedBinaryExpression , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
172,org::eclipse::jdt::internal::core::util::RuntimeInvisibleAnnotationsAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
173,org::eclipse::jdt::internal::antadapter::AntAdapterMessages , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
174,org::eclipse::jdt::internal::core::search::indexing::SaveIndex , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
175,org::eclipse::jdt::internal::core::JavaModel , 28 , 26 , 1 , 0 , 2 , 1 , 1 , 0 , 0 , 0 , 
176,org::eclipse::jdt::internal::compiler::lookup::FieldBinding , 16 , 15 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 
177,org::eclipse::jdt::internal::compiler::lookup::ParameterizedFieldBinding , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
178,org::eclipse::jdt::internal::codeassist::complete::CompletionOnPackageReference , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
179,org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldType , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
180,org::eclipse::jdt::internal::compiler::lookup::ProblemBinding , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
181,org::eclipse::jdt::internal::core::CreateTypeHierarchyOperation , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
182,org::eclipse::jdt::core::search::MethodReferenceMatch , 9 , 7 , 1 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
183,org::eclipse::jdt::internal::eval::CodeSnippetQualifiedNameReference , 9 , 8 , 1 , 1 , 1 , 2 , 0 , 1 , 0 , 0 , 
184,org::eclipse::jdt::internal::codeassist::complete::CompletionJavadocParser , 26 , 23 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
185,org::eclipse::jdt::core::dom::EmptyStatement , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
186,org::eclipse::jdt::core::dom::SimplePropertyDescriptor , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
187,org::eclipse::jdt::internal::core::SourceRange , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
188,org::eclipse::jdt::internal::core::BinaryType , 45 , 39 , 5 , 2 , 3 , 1 , 0 , 0 , 0 , 0 , 
