,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
42,org::eclipse::pde::internal::ui::wizards::extension::ExtensionEditorSelectionPage , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
43,org::eclipse::pde::internal::core::text::bundle::BundleClasspathHeader , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
44,org::eclipse::pde::internal::ui::wizards::RenameDialog , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
45,org::eclipse::pde::internal::ui::editor::site::SiteInputContext , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
46,org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromTargetOperation , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
47,org::eclipse::pde::internal::ui::refactoring::ResourceMoveParticipant , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
48,org::eclipse::pde::internal::runtime::MessageHelper , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
49,org::eclipse::pde::internal::ui::editor::plugin::ExtensionContentProvider , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
50,org::eclipse::pde::internal::ui::editor::target::JRESection , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
51,org::eclipse::pde::internal::ui::editor::plugin::RuntimePage , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
52,org::eclipse::pde::internal::ui::editor::actions::HyperlinkAction , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
53,org::eclipse::pde::internal::ui::wizards::tools::ExtensionPointMappings , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
54,org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectFromLaunchOperation , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
55,org::eclipse::pde::internal::core::text::plugin::PluginAttribute , 4 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
56,org::eclipse::pde::internal::ui::editor::text::ManifestConfiguration , 11 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
57,org::eclipse::pde::internal::ui::editor::text::ExternalizedStringRule , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
58,org::eclipse::pde::internal::core::site::SiteObject , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
59,org::eclipse::pde::internal::core::variables::TargetOSVariableResolver , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
60,org::eclipse::pde::internal::ui::editor::product::PluginSection , 15 , 13 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
61,org::eclipse::pde::internal::ui::templates::ide::BuilderTemplate , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
62,org::eclipse::pde::internal::core::natures::PluginProject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
63,org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationOperation , 8 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
64,org::eclipse::pde::internal::ui::correction::ChooseClassXMLResolution , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
65,org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComputer , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
66,org::eclipse::pde::internal::core::WorkspacePluginModelManager , 9 , 9 , 2 , 2 , 0 , 1 , 0 , 1 , 0 , 0 , 
67,org::eclipse::pde::internal::ui::editor::toc::actions::TocRemoveObjectAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
68,org::eclipse::pde::internal::ui::wizards::plugin::NewPluginProjectWizard , 7 , 6 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
69,org::eclipse::pde::internal::ui::editor::build::BuildClasspathSection , 6 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
70,org::eclipse::pde::internal::ui::correction::AddSingletonToSymbolicName , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
71,org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
72,org::eclipse::pde::internal::runtime::spy::SpyFormToolkit , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
73,org::eclipse::pde::internal::runtime::registry::ServiceReferenceAdapter , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
74,org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizard , 7 , 7 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
75,org::eclipse::pde::internal::ui::tests::macro::PlaybackAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
76,org::eclipse::pde::internal::ui::editor::plugin::rows::TranslatableAttributeRow , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
77,org::eclipse::pde::internal::ui::wizards::product::NewProductFileWizard , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
78,org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectWizard , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
79,org::eclipse::pde::internal::core::util::Headers , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
80,org::eclipse::pde::internal::core::site::WorkspaceSiteModel , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
81,org::eclipse::pde::internal::ui::editor::schema::SchemaDtdDetailsSection , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
82,org::eclipse::pde::internal::core::util::XMLComponentRegistry , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
83,org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
84,org::eclipse::pde::internal::ui::editor::build::SrcSection , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
85,org::eclipse::pde::internal::core::search::PluginJavaSearchUtil , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
86,org::eclipse::pde::internal::core::text::bundle::BundleSymbolicNameHeader , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
87,org::eclipse::pde::internal::ui::editor::site::SiteUndoManager , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
88,org::eclipse::pde::internal::core::text::plugin::DocumentGenericNode , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
89,org::eclipse::pde::internal::core::plugin::Plugin , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
90,org::eclipse::pde::internal::ui::tests::macro::WidgetIdentifier , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
91,org::eclipse::pde::internal::ui::editor::feature::EditorBuildFeatureAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
92,org::eclipse::pde::internal::ui::search::ManifestEditorOpener , 7 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
93,org::eclipse::pde::internal::core::feature::Feature , 13 , 13 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
94,org::eclipse::pde::internal::core::builders::ElementOccurenceChecker , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
95,org::eclipse::pde::internal::ui::refactoring::ContainerMoveParticipant , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
96,org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
97,org::eclipse::pde::internal::ui::views::dependencies::DependenciesView , 13 , 12 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
98,org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
99,org::eclipse::pde::internal::ui::editor::build::RuntimeInfoSection , 13 , 11 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
100,org::eclipse::pde::internal::ui::launcher::PluginBlock , 7 , 6 , 1 , 0 , 0 , 2 , 0 , 1 , 1 , 0 , 
101,org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
102,org::eclipse::pde::internal::ui::editor::feature::InfoSection , 8 , 6 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
103,org::eclipse::pde::internal::ui::editor::schema::SchemaOverviewPage , 3 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
104,org::eclipse::pde::internal::ui::nls::ExternalizeStringsOperation , 9 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
105,org::eclipse::pde::internal::core::text::AbstractKeyValueTextChangeListener , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
106,org::eclipse::pde::internal::core::text::bundle::BundleModel , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
107,org::eclipse::pde::internal::ui::templates::rcp::IntroTemplate , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
108,org::eclipse::pde::internal::core::text::plugin::PluginExtensionNode , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
109,org::eclipse::pde::internal::core::text::bundle::ImportPackageObject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
110,org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSIntroDetails , 16 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
111,org::eclipse::pde::internal::ui::correction::DeletePluginBaseResolution , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
112,org::eclipse::pde::internal::core::text::bundle::Bundle , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
113,org::eclipse::pde::internal::ui::compare::PluginStructureViewer , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
114,org::eclipse::pde::internal::ui::editor::plugin::BundleInputContext , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
115,org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCS , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
116,org::eclipse::pde::internal::ui::editor::PDEFormEditorContributor , 7 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
117,org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
118,org::eclipse::pde::internal::core::bundle::BundlePluginModel , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
119,org::eclipse::pde::internal::ui::refactoring::ManifestTypeMoveParticipant , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
120,org::eclipse::pde::internal::core::schema::Schema , 24 , 18 , 5 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 
121,org::eclipse::pde::internal::core::text::toc::TocTopic , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
122,org::eclipse::pde::internal::core::product::ProductFeature , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
123,org::eclipse::pde::internal::ui::editor::EditorUtilities , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
124,org::eclipse::pde::internal::ui::editor::LaunchShortcutOverviewPage , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
125,org::eclipse::pde::internal::ui::samples::SampleWizard , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
126,org::eclipse::pde::internal::core::util::DOMParserWrapper , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
127,org::eclipse::pde::internal::core::ModelFileAdapter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
128,org::eclipse::pde::internal::core::plugin::PluginAttribute , 5 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
129,org::eclipse::pde::internal::ui::editor::build::BuildSourceViewerConfiguration , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
130,org::eclipse::pde::ui::launcher::JUnitWorkbenchLaunchShortcut , 6 , 6 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
131,org::eclipse::pde::internal::ui::views::dependencies::OpenPluginDependenciesAction , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
132,org::eclipse::pde::internal::core::text::plugin::PluginModel , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
133,org::eclipse::pde::internal::ui::wizards::WizardCollectionComparator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
134,org::eclipse::pde::internal::ui::editor::contentassist::TypeProposalLabelProvider , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
135,org::eclipse::pde::internal::core::schema::EditableSchema , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
136,org::eclipse::pde::internal::ui::preferences::MainPreferencePage , 3 , 3 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 
137,org::eclipse::pde::internal::ui::wizards::feature::NewFeaturePatchWizard , 10 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
138,org::eclipse::ui::internal::views::log::OpenIDELogFileAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
139,org::eclipse::pde::internal::ui::editor::feature::Choice , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
140,org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesDetailsSection , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
141,org::eclipse::pde::internal::core::builders::ElementOccurrenceResult , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
142,org::eclipse::pde::internal::ui::editor::text::ResourceHyperlink , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
143,org::eclipse::pde::internal::ui::wizards::plugin::OpenProjectWizardAction , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
144,org::eclipse::pde::internal::core::exports::FeatureExportOperation , 10 , 8 , 0 , 0 , 0 , 6 , 1 , 2 , 0 , 0 , 
145,org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSDefinitionPage , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
146,org::eclipse::pde::internal::ui::launcher::LaunchAction , 10 , 8 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
147,org::eclipse::pde::internal::ui::util::PersistablePluginObject , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
148,org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpSourcePage , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
149,org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentSearchResultPage , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
150,org::eclipse::pde::internal::ui::editor::plugin::rows::TextAttributeRow , 5 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
151,org::eclipse::pde::internal::core::text::toc::Toc , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
152,org::eclipse::pde::internal::ui::correction::OptionalRequireBundleResolution , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
153,org::eclipse::pde::internal::ui::editor::JarEntryEditorInput , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
154,org::eclipse::pde::internal::ui::compare::PluginStructureViewerCreator , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
155,org::eclipse::pde::internal::ui::elements::ElementList , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
156,org::eclipse::pde::internal::core::build::ExternalBuildModel , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 
157,org::eclipse::pde::internal::core::natures::SiteProject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
158,org::eclipse::pde::internal::ui::editor::contentassist::display::SubstitutionTextReader , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
159,org::eclipse::pde::internal::ui::editor::schema::SchemaStringAttributeDetails , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
160,org::eclipse::pde::internal::core::PDERegistryStrategy , 5 , 5 , 1 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 
161,org::eclipse::pde::internal::ui::launcher::FilteredCheckboxTree , 3 , 2 , 0 , 0 , 0 , 2 , 1 , 1 , 0 , 0 , 
162,org::eclipse::pde::internal::ui::editor::schema::SchemaCompositorDetails , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
163,org::eclipse::pde::internal::core::text::bundle::BundleActivatorHeader , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
164,org::eclipse::pde::internal::ui::editor::plugin::ExportPackageSection , 20 , 16 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
165,org::eclipse::pde::internal::core::variables::TargetNLVariableResolver , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
166,org::eclipse::pde::internal::ui::wizards::product::UpdateSplashProgressOperation , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
167,org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceNewWizard , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
168,org::eclipse::pde::ui::launcher::OSGiLaunchConfigurationInitializer , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
169,org::eclipse::pde::internal::core::build::BuildEntry , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
170,org::eclipse::pde::internal::core::plugin::ImportObject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
171,org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizardPage , 9 , 9 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
172,org::eclipse::pde::internal::ui::editor::feature::FeatureEditor , 8 , 7 , 3 , 1 , 2 , 2 , 0 , 0 , 0 , 0 , 
173,org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSMasterTreeSection , 7 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
174,org::eclipse::pde::internal::ui::correction::BuildEntryMarkerResolution , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
175,org::eclipse::pde::internal::ui::elements::NamedElement , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
176,org::eclipse::pde::internal::ui::editor::contentassist::ManifestContentAssistProcessor , 17 , 13 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
177,org::eclipse::pde::internal::ui::editor::text::ReconcilingStrategy , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
178,org::eclipse::pde::internal::ui::wizards::provisioner::DirectorySelectionPage , 2 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
179,org::eclipse::pde::internal::core::exports::ProductExportOperation , 25 , 24 , 3 , 0 , 1 , 6 , 1 , 1 , 0 , 0 , 
180,org::eclipse::pde::internal::ui::editor::text::PDEDefaultInformationControl , 2 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
181,org::eclipse::pde::internal::ui::editor::plugin::PluginGeneralInfoSection , 20 , 13 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
